"","wordcloud_bigram_vi$ngrams","cat_sent_vi","wordcloud_bigram_vi$freq"
"40912","also quit ","Negative",1
"40913","said excuse ","Negative",1
"40914","left nothing ","Neutral",1
"40915","else joke ","Positive",1
"40916","cost"", ""random ","Neutral",1
"40917","think mis ","Neutral",1
"40918","light attempted ","Neutral",1
"40919","ee days ","Neutral",1
"40920","chat slow ","Negative",1
"40921","trip brazil ","Neutral",1
"40922","blocked due ","Negative",1
"40923","bad ratings ","Negative",1
"40924","""delete account ","Neutral",1
"40925","details ever ","Neutral",1
"40926","mobile comforted ","Neutral",1
"40927","call made ","Neutral",1
"40928","went take ","Neutral",1
"40929","card rang ","Neutral",1
"40930","unable signal ","Negative",1
"40931","brilliant friendly ","Positive",1
"40932","call employee ","Neutral",1
"40933","full contract ","Neutral",1
"40934","ons customer ","Neutral",1
"40935","hassle"", ""fall ","Negative",1
"40936","put loud ","Negative",1
"40937","delivery extra ","Positive",1
"40938","upgrade process ","Neutral",1
"40939","offer representative ","Positive",1
"40940","revoke charges ","Negative",1
"40941","somehow listening ","Neutral",1
"40942","times cancellation ","Neutral",1
"40943","give f ","Neutral",1
"40944","now believe ","Neutral",1
"40945","number need ","Neutral",1
"40946","now starting ","Neutral",1
"40947","elsewhere bothered ","Negative",1
"40948","updatemanaged speak ","Neutral",1
"40949","delivered time ","Neutral",1
"40950","ban uk ","Negative",1
"40951","staff best ","Positive",1
"40952","bother dead ","Negative",1
"40953","robbing customers ","Neutral",1
"40954","ceo knows ","Neutral",1
"40955","discuss broadband ","Neutral",1
"40956","outs put ","Neutral",1
"40957","twice transferred ","Neutral",1
"40958","service foreign ","Negative",1
"40959","argument answer ","Negative",1
"40960","respond review ","Neutral",1
"40961","single app ","Neutral",1
"40962","hassle long ","Negative",1
"40963","woeful customer ","Negative",1
"40964","""grandson spends ","Neutral",1
"40965","aside sold ","Neutral",1
"40966","find english ","Neutral",1
"40967","putting someone ","Neutral",1
"40968","two things ","Neutral",1
"40969","billing man ","Neutral",1
"40970","internet emails ","Neutral",1
"40971","charged seems ","Neutral",1
"40972","loved thought ","Positive",1
"40973","tried cut ","Negative",1
"40974","decent company ","Positive",1
"40975","airport received ","Positive",1
"40976","come november ","Neutral",1
"40977","subscription son ","Neutral",1
"40978","back mb ","Neutral",1
"40979","basics right ","Positive",1
"40980","assured man ","Positive",1
"40981","offer option ","Positive",1
"40982","information"", ""excellent ","Positive",1
"40983","
""decent connection ","Positive",1
"40984","hell say ","Negative",1
"40985","messing rockets ","Negative",1
"40986","offering sim ","Neutral",1
"40987","cost told ","Neutral",1
"40988","america call ","Neutral",1
"40989","limit £complained ","Negative",1
"40990","told allowed ","Neutral",1
"40991","call really ","Neutral",1
"40992","ended calltried ","Neutral",1
"40993","visit shop ","Positive",1
"40994","forward deliberately ","Positive",1
"40995","still miles ","Neutral",1
"40996","retentions unavailable ","Negative",1
"40997","everyone uses ","Neutral",1
"40998","emails returned ","Neutral",1
"40999","charging extremely ","Neutral",1
"41000","slowly destroy ","Negative",1
"41001","sent compensation ","Neutral",1
"41002","""rating without ","Neutral",1
"41003","spent thousands ","Negative",1
"41004","months credit ","Positive",1
"41005","stopped service ","Negative",1
"41006","weeks previously ","Neutral",1
"41007","elderly father ","Neutral",1
"41008","chat available ","Positive",1
"41009","fault horrible ","Negative",1
"41010","still insist ","Negative",1
"41011","must give ","Neutral",1
"41012","total shocking ","Negative",1
"41013","arrive ever ","Neutral",1
"41014","
""charged weeks ","Neutral",1
"41015","terribly rude ","Negative",1
"41016","try web ","Neutral",1
"41017","quickly served ","Neutral",1
"41018","receiving monthly ","Positive",1
"41019","resolved definitely ","Positive",1
"41020","however last ","Neutral",1
"41021","checks done ","Neutral",1
"41022","upgrade saturday ","Neutral",1
"41023","now charges ","Neutral",1
"41024","month every ","Neutral",1
"41025","reviews score ","Neutral",1
"41026","gb left ","Neutral",1
"41027","tv box ","Neutral",1
"41028","cards wow ","Positive",1
"41029","something available ","Positive",1
"41030","end asked ","Neutral",1
"41031","us money ","Positive",1
"41032","describe rubbish ","Negative",1
"41033","staff utterly ","Negative",1
"41034","luckabsolutely awful ","Negative",1
"41035","horrendous signal ","Negative",1
"41036","raising bill ","Neutral",1
"41037","teeth twice ","Neutral",1
"41038","greedy companies ","Negative",1
"41039","forums alot ","Neutral",1
"41040","ended several ","Neutral",1
"41041","bus heard ","Neutral",1
"41042","want reasonable ","Positive",1
"41043","offered discount ","Neutral",1
"41044","although runs ","Neutral",1
"41045","times asked ","Neutral",1
"41046","woman absolutely ","Neutral",1
"41047","created idiots ","Negative",1
"41048","internet way ","Neutral",1
"41049","close mobiles ","Neutral",1
"41050","go back"", ","Neutral",1
"41051","account hoping ","Positive",1
"41052","contract mins ","Neutral",1
"41053","plus clocks ","Neutral",1
"41054","claimed actioned ","Neutral",1
"41055","got tempted ","Neutral",1
"41056","communicate oclock ","Positive",1
"41057","twice left ","Neutral",1
"41058","conversation store ","Neutral",1
"41059","really give ","Neutral",1
"41060","payas soon ","Neutral",1
"41061","day try ","Neutral",1
"41062","problems setting ","Negative",1
"41063","fixing cost ","Neutral",1
"41064","allowance kicked ","Neutral",1
"41065","wished hadn ","Neutral",1
"41066","helped anything ","Positive",1
"41067","complaint servicenext ","Negative",1
"41068","checked speedtest ","Neutral",1
"41069","company way ","Neutral",1
"41070","help offshore ","Neutral",1
"41071","advised second ","Neutral",1
"41072","time sign ","Neutral",1
"41073","realise s ","Neutral",1
"41074","o website ","Neutral",1
"41075","lying corrupt ","Negative",1
"41076","understanding british ","Positive",1
"41077","assures made ","Positive",1
"41078","international number ","Neutral",1
"41079","indeed cheat ","Negative",1
"41080","phone contract"", ","Neutral",1
"41081","everything now ","Neutral",1
"41082","mail within ","Neutral",1
"41083","somehow mobile ","Neutral",1
"41084","concerns said ","Negative",1
"41085","call free ","Positive",1
"41086","use rang ","Neutral",1
"41087","court num ","Neutral",1
"41088","explain robots ","Neutral",1
"41089","well adjusted ","Positive",1
"41090","simple contracts ","Neutral",1
"41091","onto different ","Neutral",1
"41092","bogg standard ","Neutral",1
"41093","disrespectful mention ","Negative",1
"41094","renew credit ","Positive",1
"41095","ruining brand ","Negative",1
"41096","teams familiar ","Positive",1
"41097","asked eh ","Neutral",1
"41098","expected came ","Neutral",1
"41099","dealing customer ","Neutral",1
"41100","virginmobile store ","Neutral",1
"41101","came brick ","Neutral",1
"41102","reception worked ","Positive",1
"41103","tried still ","Neutral",1
"41104","allowances increase ","Positive",1
"41105","deal course ","Positive",1
"41106","business husbands ","Neutral",1
"41107","seem barrel"", ","Neutral",1
"41108","
""completely useless ","Negative",1
"41109","facility everything ","Neutral",1
"41110","package explaining ","Neutral",1
"41111","part switzerland ","Neutral",1
"41112","drive retail ","Neutral",1
"41113","accounts online ","Neutral",1
"41114","nothing arrived ","Neutral",1
"41115","way much ","Neutral",1
"41116","promised replacement ","Positive",1
"41117","much value ","Neutral",1
"41118","now sue ","Neutral",1
"41119","call eventually ","Neutral",1
"41120","still paying ","Neutral",1
"41121","customers completely ","Positive",1
"41122","major problems ","Negative",1
"41123","bandits clear ","Positive",1
"41124","money nothing ","Positive",1
"41125","make ever ","Neutral",1
"41126","listen issues ","Neutral",1
"41127","ago spoken ","Neutral",1
"41128","phone ample ","Positive",1
"41129","refusing physical ","Negative",1
"41130","company uk ","Neutral",1
"41131","give never ","Neutral",1
"41132","structure used ","Neutral",1
"41133","expensive also ","Negative",1
"41134","discontinued service ","Negative",1
"41135","reject door ","Negative",1
"41136","upgrade"", ""absolute ","Negative",1
"41137","years times ","Neutral",1
"41138","clear please ","Positive",1
"41139","sham make ","Negative",1
"41140","""mobile give ","Neutral",1
"41141","said true ","Positive",1
"41142","transition old ","Neutral",1
"41143","plenty time ","Neutral",1
"41144","laught talking ","Neutral",1
"41145","few days ","Neutral",1
"41146","openly lied ","Positive",1
"41147","came mobile ","Neutral",1
"41148","case reviews ","Neutral",1
"41149","misinformed minutes ","Negative",1
"41150","everything note ","Neutral",1
"41151","help problems ","Negative",1
"41152","rude cut ","Negative",1
"41153","brand"", 
""bought ","Neutral",1
"41154","fit phone ","Positive",1
"41155","landline spoke ","Neutral",1
"41156","concerns really ","Negative",1
"41157","gave coverage ","Neutral",1
"41158","difficulties communication ","Negative",1
"41159","settings first ","Neutral",1
"41160","mention patronising ","Neutral",1
"41161","chasing got ","Neutral",1
"41162","sell mobile ","Neutral",1
"41163","life misery ","Negative",1
"41164","gave even ","Neutral",1
"41165","rating stars ","Neutral",1
"41166","continue make ","Positive",1
"41167","try hours ","Neutral",1
"41168","service"", ""beware ","Negative",1
"41169","system haven ","Positive",1
"41170","week renaged ","Neutral",1
"41171","reapply phone ","Neutral",1
"41172","found another ","Positive",1
"41173","finish add ","Neutral",1
"41174","want sim ","Neutral",1
"41175","medium long ","Neutral",1
"41176","good like ","Positive",1
"41177","even make ","Neutral",1
"41178","rd th ","Neutral",1
"41179","subscriberwith years ","Neutral",1
"41180","back know ","Neutral",1
"41181","tails lose ","Negative",1
"41182","coverage crap ","Negative",1
"41183","avoidant pd ","Neutral",1
"41184","twitter"", 
""mobile ","Neutral",1
"41185","forward getting ","Positive",1
"41186","eligible monthly ","Positive",1
"41187","definitely company ","Neutral",1
"41188","updated lag ","Negative",1
"41189","routine offered ","Neutral",1
"41190","track treated ","Neutral",1
"41191","sense remember ","Neutral",1
"41192","two ocassions ","Neutral",1
"41193","full rid ","Neutral",1
"41194","centre free ","Positive",1
"41195","""wanted open ","Neutral",1
"41196","went website ","Neutral",1
"41197","completely unable ","Negative",1
"41198","inflation months ","Negative",1
"41199","address issue ","Neutral",1
"41200","servicing upset ","Negative",1
"41201","hugissue past ","Neutral",1
"41202","please stop ","Positive",1
"41203","contracts take ","Neutral",1
"41204","yey thought ","Neutral",1
"41205","doubtful plusnet ","Negative",1
"41206","customer ever"", ","Neutral",1
"41207","blocked system ","Negative",1
"41208","using three ","Neutral",1
"41209","used product ","Neutral",1
"41210","setup fee ","Negative",1
"41211","special deals ","Positive",1
"41212","miss selling ","Neutral",1
"41213","effort keep ","Neutral",1
"41214","never lying ","Negative",1
"41215","total distress ","Negative",1
"41216","error end ","Negative",1
"41217","dismissive called ","Negative",1
"41218","whilst phone ","Neutral",1
"41219","sim refund ","Positive",1
"41220","took week ","Neutral",1
"41221","nothing said ","Neutral",1
"41222","even offered ","Neutral",1
"41223","card id ","Neutral",1
"41224","accept dodgy ","Positive",1
"41225","believe trusted ","Positive",1
"41226","island"", ""mobile ","Neutral",1
"41227","problems may ","Negative",1
"41228","got massive ","Neutral",1
"41229","lunch front ","Neutral",1
"41230","reception however ","Neutral",1
"41231","pushing trying ","Neutral",1
"41232","problem solving ","Positive",1
"41233","note stock ","Neutral",1
"41234","away ve ","Neutral",1
"41235","services happy ","Positive",1
"41236","t date ","Neutral",1
"41237","buy phones ","Neutral",1
"41238","navigating bizarre ","Negative",1
"41239","phone multi ","Neutral",1
"41240","stating accrued ","Neutral",1
"41241","confirmed deal ","Positive",1
"41242","hang ups ","Negative",1
"41243","looked phone ","Neutral",1
"41244","switched vodafone ","Neutral",1
"41245","available offered ","Positive",1
"41246","took complaints ","Negative",1
"41247","backs recieve ","Neutral",1
"41248","gym tv ","Neutral",1
"41249","help simply ","Neutral",1
"41250","told like ","Positive",1
"41251","went effortlessly"", ","Positive",1
"41252","please ashamed ","Neutral",1
"41253","check nothing ","Neutral",1
"41254","unreasonable duty ","Negative",1
"41255","keep contract ","Neutral",1
"41256","anything practically ","Neutral",1
"41257","answered hear ","Neutral",1
"41258","letters emails ","Neutral",1
"41259","heads shame ","Negative",1
"41260","confidence whatsoever ","Positive",1
"41261","hardly speaks ","Neutral",1
"41262","hull lot ","Neutral",1
"41263","also charged ","Neutral",1
"41264","clue going ","Neutral",1
"41265","services company ","Neutral",1
"41266","mobile experience ","Neutral",1
"41267","receive next ","Neutral",1
"41268","accountable apologise"", ","Positive",1
"41269","hold angry"", ","Negative",1
"41270","issues department ","Neutral",1
"41271","contarct pay ","Negative",1
"41272","log online ","Neutral",1
"41273","p talk ","Positive",1
"41274","open transfer ","Neutral",1
"41275","services guaranteed ","Neutral",1
"41276","network problems ","Negative",1
"41277","chocolate fire ","Positive",1
"41278","prices soon ","Neutral",1
"41279","cancelled ported ","Negative",1
"41280","made cheaper ","Neutral",1
"41281","however part ","Neutral",1
"41282","thanks might ","Positive",1
"41283","number guess ","Neutral",1
"41284","numberyours sincerely ","Positive",1
"41285","problem bill ","Negative",1
"41286","debt charity ","Positive",1
"41287","phone reached ","Neutral",1
"41288","similar across ","Neutral",1
"41289","cancel immediately ","Negative",1
"41290","except everything ","Neutral",1
"41291","sims rather ","Neutral",1
"41292","common problem ","Negative",1
"41293","numerous angry ","Negative",1
"41294","bought item ","Neutral",1
"41295","available tradeup ","Positive",1
"41296","report regulator ","Neutral",1
"41297","matter absolute ","Negative",1
"41298","overseas chargeable ","Negative",1
"41299","mobile thanks"", ","Positive",1
"41300","time something ","Neutral",1
"41301","exactly words ","Neutral",1
"41302","look cheers ","Positive",1
"41303","note ticket ","Neutral",1
"41304","recently upgraded ","Positive",1
"41305","rep media ","Neutral",1
"41306","debit husbands ","Neutral",1
"41307","tarriff went ","Neutral",1
"41308","wheni call ","Neutral",1
"41309","shocking write ","Negative",1
"41310","continued charge ","Neutral",1
"41311","accounts lost ","Negative",1
"41312","asap brands ","Neutral",1
"41313","value sanity ","Neutral",1
"41314","sorting roaming ","Neutral",1
"41315","accounts originally ","Neutral",1
"41316","network operator ","Neutral",1
"41317","headache start ","Negative",1
"41318","worker back ","Neutral",1
"41319","appalled phone ","Negative",1
"41320","feature teenager ","Neutral",1
"41321","snowed"", 
""dishonest ","Negative",1
"41322","today cutting ","Neutral",1
"41323","times answer ","Neutral",1
"41324","needed opened ","Neutral",1
"41325","hours resolve ","Positive",1
"41326","phone release ","Neutral",1
"41327","able sign ","Neutral",1
"41328","left september ","Neutral",1
"41329","cowboys sorted ","Neutral",1
"41330","""send new ","Positive",1
"41331","tried diligently ","Positive",1
"41332","pay xxxxxxx ","Negative",1
"41333","o always ","Neutral",1
"41334","hour new ","Positive",1
"41335","evening sim ","Neutral",1
"41336","phone small ","Neutral",1
"41337","company level ","Positive",1
"41338","internet also ","Neutral",1
"41339","bought cheap ","Negative",1
"41340","end using ","Neutral",1
"41341","rang query ","Neutral",1
"41342","saying recognise ","Neutral",1
"41343","wake ee"", ","Neutral",1
"41344","helpful understanding ","Positive",1
"41345","said thinking ","Neutral",1
"41346","complaints chose ","Negative",1
"41347","months sales ","Neutral",1
"41348","unlimited tariff ","Positive",1
"41349","loyal brand ","Positive",1
"41350","providers avoid ","Negative",1
"41351","inept worker ","Negative",1
"41352","deliberately cut ","Negative",1
"41353","works"", 
""customer ","Positive",1
"41354","thing sort ","Neutral",1
"41355","servicebranson stop ","Negative",1
"41356","minded person ","Neutral",1
"41357","peremptorily told ","Neutral",1
"41358","sometimes mbps ","Neutral",1
"41359","money flap ","Positive",1
"41360","services split ","Negative",1
"41361","opted simple ","Neutral",1
"41362","although ve ","Neutral",1
"41363","got speak ","Neutral",1
"41364","seem properly ","Positive",1
"41365","ee extra ","Positive",1
"41366","hesitate recommend ","Neutral",1
"41367","line gave ","Neutral",1
"41368","cancel may ","Negative",1
"41369","ran home ","Neutral",1
"41370","regret already ","Negative",1
"41371","team promised ","Positive",1
"41372","cordial online ","Neutral",1
"41373","understand another ","Neutral",1
"41374","breakdown explain ","Negative",1
"41375","asked thats ","Neutral",1
"41376","disrespectful suspect ","Negative",1
"41377","night according ","Neutral",1
"41378","half good ","Positive",1
"41379","sent cheap ","Negative",1
"41380","pay arrogantly ","Negative",1
"41381","told sign ","Neutral",1
"41382","wish good ","Positive",1
"41383","contract left ","Neutral",1
"41384","explain company ","Neutral",1
"41385","months decide ","Neutral",1
"41386","long meant ","Neutral",1
"41387","dealt customer ","Neutral",1
"41388","number giving ","Positive",1
"41389","team professional ","Positive",1
"41390","abrupt yes ","Positive",1
"41391","away blaming ","Negative",1
"41392","due incompetant ","Neutral",1
"41393","post spending ","Neutral",1
"41394","extra process ","Positive",1
"41395","work want ","Positive",1
"41396","speedtest download ","Neutral",1
"41397","speaking human ","Neutral",1
"41398","done aboard ","Positive",1
"41399","holding far ","Neutral",1
"41400","reply days ","Neutral",1
"41401","constantly put ","Neutral",1
"41402","years seems ","Neutral",1
"41403","legal bits ","Positive",1
"41404","pushed department ","Neutral",1
"41405","another said ","Neutral",1
"41406","everything else ","Neutral",1
"41407","didnt speak ","Neutral",1
"41408","want talk ","Positive",1
"41409","cut transfer ","Negative",1
"41410","proof lol ","Neutral",1
"41411","fact charged ","Neutral",1
"41412","spoken different ","Neutral",1
"41413","forcing pay ","Negative",1
"41414","phone cheap ","Negative",1
"41415","pointless emails ","Negative",1
"41416","wrong guy ","Negative",1
"41417","giving ample ","Positive",1
"41418","may questionable ","Negative",1
"41419","costs recommend ","Positive",1
"41420","hoops close ","Neutral",1
"41421","place call ","Neutral",1
"41422","s set ","Neutral",1
"41423","want ripped ","Negative",1
"41424","like far ","Positive",1
"41425","fallenjoin mobile ","Neutral",1
"41426","agreed amount ","Positive",1
"41427","proceeded go ","Neutral",1
"41428","complaint action ","Negative",1
"41429","capable deny ","Negative",1
"41430","now s ","Neutral",1
"41431","costly probably ","Negative",1
"41432","side contract ","Neutral",1
"41433","staff feel ","Neutral",1
"41434","times hung ","Neutral",1
"41435","taking asked ","Neutral",1
"41436","minutes queue ","Neutral",1
"41437","year agreed ","Positive",1
"41438","moment avoid ","Negative",1
"41439","fact disconnected ","Negative",1
"41440","lycamobile much ","Neutral",1
"41441","find branch ","Neutral",1
"41442","service travelling ","Neutral",1
"41443","august enter ","Neutral",1
"41444","hello new ","Positive",1
"41445","sales thought ","Neutral",1
"41446","
""completely mislead ","Negative",1
"41447","thoroughly recommend ","Positive",1
"41448","logged staff ","Neutral",1
"41449","networkplease waste ","Negative",1
"41450","wanted honestly ","Neutral",1
"41451","without losing ","Negative",1
"41452","atrocious avoid ","Negative",1
"41453","seriously wrong ","Negative",1
"41454","yet want ","Neutral",1
"41455","save settings ","Positive",1
"41456","reading totally ","Positive",1
"41457","contract thankfully ","Neutral",1
"41458","ask waive ","Neutral",1
"41459","number keeps ","Neutral",1
"41460","sent money ","Positive",1
"41461","yodel cancelled ","Negative",1
"41462","happy decided ","Positive",1
"41463","page woeful ","Negative",1
"41464","although must ","Neutral",1
"41465","made days ","Neutral",1
"41466","hung hold ","Neutral",1
"41467","replacement struggled ","Negative",1
"41468","tried work ","Positive",1
"41469","really seems ","Neutral",1
"41470","mobile worst ","Negative",1
"41471","pac codecustomer ","Neutral",1
"41472","never delivered ","Neutral",1
"41473","o ok ","Neutral",1
"41474","""awful overseas ","Negative",1
"41475","admit insinuate ","Neutral",1
"41476","turn someones ","Neutral",1
"41477","call month ","Neutral",1
"41478","section phoned ","Neutral",1
"41479","phones nonworking ","Neutral",1
"41480","disabled brother ","Negative",1
"41481","knows many ","Neutral",1
"41482","grandson still ","Neutral",1
"41483","told lost ","Negative",1
"41484","waffling"", ""call ","Neutral",1
"41485","got warning ","Negative",1
"41486","also data ","Neutral",1
"41487","service operative ","Neutral",1
"41488","signal connections ","Positive",1
"41489","everything make ","Neutral",1
"41490","already worst ","Negative",1
"41491","received two ","Positive",1
"41492","plan getting ","Neutral",1
"41493","processed put ","Neutral",1
"41494","billing never ","Neutral",1
"41495","took customer ","Neutral",1
"41496","weeks spent ","Negative",1
"41497","service philipines ","Neutral",1
"41498","uk idiots ","Negative",1
"41499","lasted seconds ","Neutral",1
"41500","enter sim ","Neutral",1
"41501","differing information ","Positive",1
"41502","well keep ","Positive",1
"41503","contact sales ","Positive",1
"41504","anything pathetic ","Negative",1
"41505","gb much ","Neutral",1
"41506","front ignore ","Negative",1
"41507","policy total ","Neutral",1
"41508","requires several ","Neutral",1
"41509","contract"", ""posting ","Neutral",1
"41510","change completely ","Positive",1
"41511","robotic clearly ","Positive",1
"41512","nothing happening ","Neutral",1
"41513","go bad ","Negative",1
"41514","normal wanted ","Neutral",1
"41515","acting foreign ","Negative",1
"41516","credit call ","Positive",1
"41517","disaster company"", ","Negative",1
"41518","school attempt ","Neutral",1
"41519","debit shove ","Negative",1
"41520","experienced trying ","Positive",1
"41521","complaints different ","Negative",1
"41522","else idea ","Neutral",1
"41523","look horrendous ","Negative",1
"41524","card website ","Neutral",1
"41525","lg tempo ","Neutral",1
"41526","error promised ","Negative",1
"41527","seems virgins ","Neutral",1
"41528","refused revoke ","Negative",1
"41529","enter new ","Positive",1
"41530","point going ","Neutral",1
"41531","misleadspoke many ","Neutral",1
"41532","service explained ","Neutral",1
"41533","ve mobile ","Neutral",1
"41534","made credit ","Positive",1
"41535","back put ","Neutral",1
"41536","say money ","Positive",1
"41537","courier find ","Neutral",1
"41538","island let ","Neutral",1
"41539","occurred offered ","Neutral",1
"41540","date rang ","Neutral",1
"41541","look cheaper ","Neutral",1
"41542","want contract ","Neutral",1
"41543","different plans ","Neutral",1
"41544","saying someone ","Neutral",1
"41545","costing phone ","Neutral",1
"41546","speak ensure ","Positive",1
"41547","menus chose ","Neutral",1
"41548","call every ","Neutral",1
"41549","yet days ","Neutral",1
"41550","declined due ","Negative",1
"41551","center rude ","Negative",1
"41552","including informing ","Positive",1
"41553","service interested ","Positive",1
"41554","within next ","Neutral",1
"41555","associated"", 
""deals ","Neutral",1
"41556","refused explain ","Negative",1
"41557","next follow ","Neutral",1
"41558","even europe"", ","Neutral",1
"41559","obnoxious condescending ","Negative",1
"41560","contract expensive ","Negative",1
"41561","password digits ","Neutral",1
"41562","long awaited ","Negative",1
"41563","stating clear ","Positive",1
"41564","password takes ","Neutral",1
"41565","£ bunch ","Neutral",1
"41566","caller says ","Neutral",1
"41567","evet misfortune ","Negative",1
"41568","recoveryl know ","Neutral",1
"41569","ago practically ","Neutral",1
"41570","horrible lady ","Negative",1
"41571","changed everything ","Neutral",1
"41572","tv renewal ","Positive",1
"41573","bill extra ","Positive",1
"41574","existing customer ","Neutral",1
"41575","end previous ","Neutral",1
"41576","hear bulshit ","Neutral",1
"41577","work left ","Positive",1
"41578","receive make ","Neutral",1
"41579","options robot ","Neutral",1
"41580","phone ridiculous ","Negative",1
"41581","competitors upfront ","Neutral",1
"41582","tell said ","Neutral",1
"41583","premium call ","Neutral",1
"41584","run time ","Neutral",1
"41585","incompetent useless ","Negative",1
"41586","follow nothing ","Neutral",1
"41587","service pain ","Negative",1
"41588","outsourced call ","Neutral",1
"41589","kept charging ","Neutral",1
"41590","team unipart ","Neutral",1
"41591","wrong took ","Negative",1
"41592","sure fees ","Neutral",1
"41593","usa stated ","Neutral",1
"41594","argue nothing ","Negative",1
"41595","require telling ","Neutral",1
"41596","must leaving ","Neutral",1
"41597","ok bye ","Neutral",1
"41598","pass now ","Neutral",1
"41599","taking weeks ","Neutral",1
"41600","cleared called ","Positive",1
"41601","managed give ","Neutral",1
"41602","wait calling ","Negative",1
"41603","several billing ","Neutral",1
"41604","yes paying ","Positive",1
"41605","now telling ","Neutral",1
"41606","handset post ","Neutral",1
"41607","stars bit ","Neutral",1
"41608","plan deal ","Positive",1
"41609","worth stress"", ","Neutral",1
"41610","rubbish charged ","Negative",1
"41611","called order ","Neutral",1
"41612","offer nothing ","Positive",1
"41613","itemised final ","Neutral",1
"41614","see numerous ","Neutral",1
"41615","place always ","Neutral",1
"41616","wrong product ","Negative",1
"41617","
""add lying ","Negative",1
"41618","useful needless ","Negative",1
"41619","much bad ","Negative",1
"41620","spending twenty ","Neutral",1
"41621","qualified iphone ","Positive",1
"41622","insisted go ","Neutral",1
"41623","got strange ","Negative",1
"41624","amazing set ","Positive",1
"41625","son loyal ","Positive",1
"41626","better m ","Positive",1
"41627","staff try ","Neutral",1
"41628","debit payment ","Negative",1
"41629","worse lucky ","Neutral",1
"41630","called email ","Neutral",1
"41631","something manufacture ","Neutral",1
"41632","call friend ","Positive",1
"41633","fee applied ","Negative",1
"41634","days usual ","Positive",1
"41635","options either ","Neutral",1
"41636","password know ","Neutral",1
"41637","order firstly ","Neutral",1
"41638","tariff returnedcancelled ","Negative",1
"41639","jancalled month ","Neutral",1
"41640","guessing"", 
""years ","Neutral",1
"41641","deserve stars ","Positive",1
"41642","checks re ","Neutral",1
"41643","regarding case ","Neutral",1
"41644","using told ","Neutral",1
"41645","told upgrade ","Neutral",1
"41646","unacceptable think ","Negative",1
"41647","deal gone ","Positive",1
"41648","forget ever ","Negative",1
"41649","admitted customer ","Positive",1
"41650","option leaving ","Positive",1
"41651","within agreed ","Positive",1
"41652","without notice ","Neutral",1
"41653","someone elsewow ","Neutral",1
"41654","honestly sure ","Neutral",1
"41655","phone advising ","Neutral",1
"41656","view lowest ","Negative",1
"41657","wifi area ","Neutral",1
"41658","available discounts ","Positive",1
"41659","told message ","Neutral",1
"41660","june suddenly ","Neutral",1
"41661","bill time ","Neutral",1
"41662","keep £ ","Neutral",1
"41663","promise anything ","Positive",1
"41664","resolution told ","Neutral",1
"41665","evening th ","Neutral",1
"41666","question refused ","Negative",1
"41667","messges russia ","Neutral",1
"41668","service see ","Neutral",1
"41669","suddenly flagged ","Neutral",1
"41670","mid december ","Neutral",1
"41671","july switched ","Neutral",1
"41672","sure going ","Neutral",1
"41673","consent sent ","Positive",1
"41674","found one ","Positive",1
"41675","bill advance ","Positive",1
"41676","cut worth ","Positive",1
"41677","reviews concerned ","Negative",1
"41678","back normal ","Neutral",1
"41679","excited time ","Positive",1
"41680","decided cut ","Negative",1
"41681","pm saturday ","Neutral",1
"41682","deactivated promised ","Positive",1
"41683","hold heads ","Neutral",1
"41684","rd august ","Neutral",1
"41685","issue valid ","Neutral",1
"41686","delivered days ","Neutral",1
"41687","constitute fraud ","Negative",1
"41688","replaced asked ","Neutral",1
"41689","signed arrived ","Neutral",1
"41690","nothingupdate got ","Neutral",1
"41691","broken say ","Negative",1
"41692","dd asking ","Neutral",1
"41693","buy paygo ","Neutral",1
"41694","time change"", ","Neutral",1
"41695","pas promissed ","Neutral",1
"41696","never signed ","Neutral",1
"41697","consider case ","Neutral",1
"41698","hope read ","Positive",1
"41699","took pretty ","Positive",1
"41700","d investigate ","Positive",1
"41701","owe monthly ","Neutral",1
"41702","experiences similar ","Neutral",1
"41703","worse telephone ","Negative",1
"41704","succeeds rip ","Positive",1
"41705","went internet ","Neutral",1
"41706","trains bad ","Negative",1
"41707","informed must ","Neutral",1
"41708","uninterested fact ","Negative",1
"41709","another provideranswer ","Neutral",1
"41710","score equifaxthought ","Neutral",1
"41711","selling phones ","Neutral",1
"41712","t prepared ","Positive",1
"41713","rung number ","Neutral",1
"41714","highly recommended"", ","Positive",1
"41715","operators appear ","Neutral",1
"41716","okay days ","Neutral",1
"41717","order keep ","Neutral",1
"41718","
""paid full ","Neutral",1
"41719","took security ","Neutral",1
"41720","appear afraid ","Negative",1
"41721","check monthly ","Neutral",1
"41722","us new ","Positive",1
"41723","monthly direct ","Neutral",1
"41724","resolved now ","Positive",1
"41725","faith whatsoever ","Neutral",1
"41726","back clearly ","Positive",1
"41727","christmas holidaysfriends ","Neutral",1
"41728","extra euro ","Positive",1
"41729","lines now ","Neutral",1
"41730","
""terrible unacceptable ","Negative",1
"41731","dealt case ","Neutral",1
"41732","mistake signing ","Negative",1
"41733","code assuming ","Neutral",1
"41734","disloyal part ","Negative",1
"41735","now opened ","Neutral",1
"41736","unrepaired despite ","Neutral",1
"41737","went thanks ","Positive",1
"41738","billing hang ","Negative",1
"41739","failed request ","Negative",1
"41740","website £ ","Neutral",1
"41741","managed fix ","Neutral",1
"41742","others avoid ","Negative",1
"41743","double reason ","Positive",1
"41744","problem common ","Negative",1
