"","wordcloud_bigram_th$ngrams","cat_sent_th","wordcloud_bigram_th$freq"
"920","great deal ","Positive",6
"921","members staff ","Neutral",6
"922","rang said ","Neutral",6
"923","years customer ","Neutral",6
"924","network service ","Neutral",6
"925","use abroad ","Neutral",6
"926","contract also ","Neutral",6
"927","data use ","Neutral",6
"928","promised call ","Positive",6
"929","even know ","Neutral",6
"930","order reference ","Neutral",6
"931","looks like ","Positive",6
"932","gb plan ","Neutral",6
"933","offer better ","Positive",6
"934","use company ","Neutral",6
"935","next months ","Neutral",6
"936","
""customer service ","Neutral",6
"937","account number ","Neutral",6
"938","next working ","Positive",6
"939","royal mail ","Neutral",6
"940","th september ","Neutral",6
"941","take responsibility ","Neutral",6
"942","little bit ","Neutral",6
"943","went online ","Neutral",6
"944","called times ","Neutral",6
"945","better coverage ","Positive",6
"946","mobile internet ","Neutral",6
"947","phoned told ","Neutral",6
"948","phone delivered ","Neutral",6
"949","£ data ","Neutral",6
"950","refused put ","Negative",6
"951","absolutely disgusting ","Negative",6
"952","£ monthly ","Neutral",6
"953","want money ","Positive",6
"954","plus £ ","Neutral",6
"955","£ bank ","Neutral",6
"956","outstanding bill ","Positive",6
"957","spoke someone ","Neutral",6
"958","service absolutely ","Neutral",6
"959","able cancel ","Negative",6
"960","send new ","Positive",6
"961","service uk ","Neutral",6
"962","bank statement ","Neutral",6
"963","time upgrade ","Neutral",6
"964","avoid company ","Negative",6
"965","within day ","Neutral",6
"966","shop staff ","Neutral",6
"967","made feel ","Neutral",6
"968","terminate contract ","Negative",6
"969","voice mail ","Neutral",6
"970","great coverage ","Positive",6
"971","experience ever ","Neutral",6
"972","phone minutes ","Neutral",6
"973","hit miss ","Negative",6
"974","mobile wifi ","Neutral",6
"975","number transfer ","Neutral",6
"976","network bad ","Negative",6
"977","calls messages ","Neutral",6
"978","recommend network ","Positive",6
"979","ever used ","Neutral",6
"980","move another ","Neutral",6
"981","additional charges ","Positive",6
"982","old number ","Neutral",6
"983","one point ","Neutral",6
"984","number used ","Neutral",6
"985","well done"", ","Positive",6
"986","bought new ","Positive",6
"987","provider ever ","Neutral",6
"988","got sim ","Neutral",6
"989","received bill ","Positive",6
"990","make things ","Neutral",6
"991","one one ","Neutral",6
"992","recent trip ","Neutral",6
"993","contract within ","Neutral",6
"994","years since ","Neutral",6
"995","fast forward ","Positive",6
"996","asked bank ","Neutral",6
"997","abroad using ","Neutral",6
"998","signal time ","Neutral",6
"999","good company ","Positive",6
"1000","months bill ","Neutral",6
"1001","roaming data ","Neutral",6
"1002","week trip ","Neutral",6
"1003","contract finished ","Neutral",6
"1004","spend hours ","Neutral",6
"1005","upgrade plan ","Neutral",5
"1006","go wrong ","Negative",5
"1007","without permission ","Positive",5
"1008","pmnahidi see ","Neutral",5
"1009","repeatedly said ","Neutral",5
"1010","twice now ","Neutral",5
"1011","wanted leave ","Negative",5
"1012","still active ","Positive",5
"1013","signal good ","Positive",5
"1014","received new ","Positive",5
"1015","time tried ","Neutral",5
"1016","give days ","Neutral",5
"1017","add ons ","Neutral",5
"1018","better network ","Positive",5
"1019","sick death ","Negative",5
"1020","now cancelled ","Negative",5
"1021","service bad ","Negative",5
"1022","many occasions ","Neutral",5
"1023","£ told ","Neutral",5
"1024","saved money ","Positive",5
"1025","service years ","Neutral",5
"1026","£ early ","Neutral",5
"1027","given pac ","Neutral",5
"1028","within hour ","Neutral",5
"1029","phone insurance ","Neutral",5
"1030","use gb ","Neutral",5
"1031","good enough ","Positive",5
"1032","many problems ","Negative",5
"1033","best deals ","Positive",5
"1034","account phone ","Neutral",5
"1035","years great ","Positive",5
"1036","contract come ","Neutral",5
"1037","onlyiphonesamsung galaxypay ","Neutral",5
"1038","decided pay ","Negative",5
"1039","purchased sim ","Neutral",5
"1040","make phone ","Neutral",5
"1041","trying help ","Neutral",5
"1042","new card ","Positive",5
"1043","contract first ","Neutral",5
"1044","never call ","Neutral",5
"1045","shop told ","Neutral",5
"1046","£ paid ","Neutral",5
"1047","now going ","Neutral",5
"1048","make right ","Positive",5
"1049","s response ","Neutral",5
"1050","language barrier ","Negative",5
"1051","deadlock letter ","Negative",5
"1052","six months ","Neutral",5
"1053","mistake ever ","Negative",5
"1054","put cancellations ","Neutral",5
"1055","m still ","Neutral",5
"1056","receive pac ","Neutral",5
"1057","end date ","Neutral",5
"1058","contract year ","Neutral",5
"1059","original contract ","Neutral",5
"1060","phoned back ","Neutral",5
"1061","access internet ","Neutral",5
"1062","issue told ","Neutral",5
"1063","data connection ","Neutral",5
"1064","really want ","Neutral",5
"1065","recommend company ","Positive",5
"1066","service shocking ","Negative",5
"1067","phone left ","Neutral",5
"1068","minutes waiting ","Neutral",5
"1069","even able ","Neutral",5
"1070","data now ","Neutral",5
"1071","refuse give ","Negative",5
"1072","using g ","Neutral",5
"1073","seem care ","Positive",5
"1074","£ charges ","Neutral",5
"1075","son s ","Neutral",5
"1076","steal money ","Negative",5
"1077","recommend anyone"", ","Positive",5
"1078","recommend anybody ","Positive",5
"1079","expensive phone ","Negative",5
"1080","call number ","Neutral",5
"1081","took £ ","Neutral",5
"1082","best part ","Positive",5
"1083","t need ","Neutral",5
"1084","sim another ","Neutral",5
"1085","services call ","Neutral",5
"1086","totally unacceptable ","Negative",5
"1087","via phone ","Neutral",5
"1088","data add ","Neutral",5
"1089","amount £ ","Neutral",5
"1090","today told ","Neutral",5
"1091","around minutes ","Neutral",5
"1092","end day ","Neutral",5
"1093","outside europe ","Neutral",5
"1094","one bothered ","Negative",5
"1095","got good ","Positive",5
"1096","chief executive ","Neutral",5
"1097","pay cancellation ","Negative",5
"1098","times one ","Neutral",5
"1099","second time ","Neutral",5
"1100","call phone ","Neutral",5
"1101","told d ","Neutral",5
"1102","month rolling ","Neutral",5
"1103","previous review ","Neutral",5
"1104","use plan ","Neutral",5
"1105","service trying ","Neutral",5
"1106","sign contract ","Neutral",5
"1107","ten years ","Neutral",5
"1108","back forth ","Neutral",5
"1109","sim arrived ","Neutral",5
"1110","protection act ","Positive",5
"1111","made aware ","Neutral",5
"1112","number call ","Neutral",5
"1113","actually able ","Neutral",5
"1114","call got ","Neutral",5
"1115","glad left ","Positive",5
"1116","service providers ","Neutral",5
"1117","possible way ","Neutral",5
"1118","old one ","Neutral",5
"1119","many places ","Neutral",5
"1120","service know ","Neutral",5
"1121","highly recommend"", ","Positive",5
"1122","phone stolen ","Negative",5
"1123","things great ","Positive",5
"1124","£ without ","Neutral",5
"1125","someone call ","Neutral",5
"1126","date birth ","Positive",5
"1127","good thing ","Positive",5
"1128","finish contract ","Neutral",5
"1129","without worrying ","Negative",5
"1130","excellent value ","Positive",5
"1131","two phone ","Neutral",5
"1132","company never ","Neutral",5
"1133","last couple ","Neutral",5
"1134","better vodafone ","Positive",5
"1135","per mb ","Neutral",5
"1136","called upgrade ","Neutral",5
"1137","services never ","Neutral",5
"1138","buy contract ","Neutral",5
"1139","g connection ","Neutral",5
"1140","honestly say ","Neutral",5
"1141","always great ","Positive",5
"1142","manager said ","Neutral",5
"1143","staff seem ","Neutral",5
"1144","said cancel ","Negative",5
"1145","without extra ","Positive",5
"1146","account now ","Neutral",5
"1147","take legal ","Positive",5
"1148","store new ","Positive",5
"1149","took month ","Neutral",5
"1150","phone like ","Positive",5
"1151","scam company ","Negative",5
"1152","money using ","Positive",5
"1153","phone took ","Neutral",5
"1154","know say ","Neutral",5
"1155","took mins ","Neutral",5
"1156","put complaints ","Negative",5
"1157","go extra ","Positive",5
"1158","kept asking ","Neutral",5
"1159","give star ","Positive",5
"1160","minutes later ","Neutral",5
"1161","agent said ","Neutral",5
"1162","use sim ","Neutral",5
"1163","phone uk ","Neutral",5
"1164","month sim ","Neutral",5
"1165","happy customer ","Positive",5
"1166","use allowance ","Neutral",5
"1167","anything else ","Neutral",5
"1168","store even ","Neutral",5
"1169","price £ ","Neutral",5
"1170","service cancelled ","Negative",5
"1171","contract terminated ","Neutral",5
"1172","home feature ","Neutral",5
"1173","since started ","Neutral",5
"1174","home amazing ","Positive",5
"1175","issues since ","Neutral",5
"1176","via direct ","Neutral",5
"1177","everyone else ","Neutral",5
"1178","£ top ","Neutral",5
"1179","problems network ","Negative",5
"1180","use network ","Neutral",5
"1181","took money ","Positive",5
"1182","make payment ","Negative",5
"1183","old network ","Neutral",5
"1184","network pay ","Negative",5
"1185","signal poor ","Negative",5
"1186","credit reference ","Positive",5
"1187","obtaining pac ","Positive",5
"1188","contract put ","Neutral",5
"1189","barely speak ","Neutral",5
"1190","look forward ","Positive",5
"1191","home abroad ","Neutral",5
"1192","services abroad ","Neutral",5
"1193","second contract ","Neutral",5
"1194","contract price ","Neutral",5
"1195","rude arrogant ","Negative",5
"1196","send back ","Neutral",5
"1197","one time ","Neutral",5
"1198","made decision ","Neutral",5
"1199","took minutes ","Neutral",5
"1200","told put ","Neutral",5
"1201","£ even ","Neutral",5
"1202","star review ","Positive",5
"1203","deal found ","Positive",5
"1204","signal box ","Neutral",5
"1205","days said ","Neutral",5
"1206","one mobile ","Neutral",5
"1207","app work ","Positive",5
"1208","wrong name ","Negative",5
"1209","debt collector ","Negative",5
"1210","still charged ","Neutral",5
"1211","without using ","Neutral",5
"1212","call service ","Neutral",5
"1213","service awful ","Negative",5
"1214","month month ","Neutral",5
"1215","work abroad ","Positive",5
"1216","sales people ","Neutral",5
"1217","bad signal ","Negative",5
"1218","texts gb ","Neutral",5
"1219","leave network ","Negative",5
"1220","put sim ","Neutral",5
"1221","replacement phone ","Neutral",5
"1222","staff shop ","Neutral",5
"1223","brand new ","Positive",5
"1224","phone months ","Neutral",5
"1225","worse worse ","Negative",5
"1226","sim plan ","Neutral",5
"1227","far good ","Positive",5
"1228","puk code ","Neutral",5
"1229","sim £ ","Neutral",5
"1230","phone give ","Neutral",5
"1231","let speak ","Neutral",5
"1232","calling customer ","Neutral",5
"1233","coverage good ","Positive",5
"1234","monthly charge ","Neutral",5
"1235","extremely poor ","Negative",5
"1236","manager told ","Neutral",5
"1237","due technical ","Neutral",5
"1238","star rating ","Positive",5
"1239","saved almost ","Positive",5
"1240","new zealand ","Positive",5
"1241","cost nothing ","Neutral",5
"1242","contracts one ","Neutral",5
"1243","extra pounds ","Positive",5
"1244","slow internet ","Negative",5
"1245","best price ","Positive",5
"1246","phone contact ","Positive",5
"1247","really good ","Positive",5
"1248","paid months ","Neutral",5
"1249","local store ","Neutral",5
"1250","signal also ","Neutral",5
"1251","times now ","Neutral",5
"1252","called complain ","Negative",5
"1253","paying phone ","Neutral",5
"1254","using much ","Neutral",5
"1255","contract days ","Neutral",5
"1256","phone home ","Neutral",5
"1257","nothing done ","Neutral",5
"1258","changed contract ","Neutral",5
"1259","phone store ","Neutral",5
"1260","make difficult ","Negative",5
"1261","samsung s ","Neutral",5
"1262","say anything ","Neutral",5
"1263","go shop ","Neutral",5
"1264","£ called ","Neutral",5
"1265","work every ","Positive",5
"1266","line rental ","Neutral",5
"1267","money phone ","Positive",5
"1268","pounds per ","Neutral",5
"1269","sim still ","Neutral",5
"1270","stay away"", ","Neutral",5
"1271","said wait ","Negative",5
"1272","saying sorry ","Negative",5
"1273","business elsewhere ","Neutral",5
"1274","years good ","Positive",5
