"","wordcloud_bigram_vo$ngrams","cat_sent_vo","wordcloud_bigram_vo$freq"
"923","minus stars ","Neutral",7
"924","called times ","Neutral",7
"925","solve issue ","Positive",7
"926","credit history ","Positive",7
"927","letter saying ","Neutral",7
"928","work home ","Positive",7
"929","change provider ","Neutral",7
"930","broadband landline ","Neutral",7
"931","keep calling ","Neutral",7
"932","£ data ","Neutral",7
"933","different things ","Neutral",7
"934","ever since ","Neutral",7
"935","take another ","Neutral",7
"936","
""absolutely shocking ","Negative",7
"937","give money ","Positive",7
"938","service absolutely ","Neutral",7
"939","internet phone ","Neutral",7
"940","billing issues ","Neutral",7
"941","want make ","Neutral",7
"942","large company ","Neutral",7
"943","phone go ","Neutral",7
"944","round circles ","Neutral",7
"945","etc etc ","Neutral",7
"946","legal action ","Positive",7
"947","absolutely shocking ","Negative",7
"948","days still ","Neutral",7
"949","cant even ","Neutral",7
"950","back account ","Neutral",7
"951","land line ","Neutral",7
"952","must say ","Neutral",7
"953","sent text ","Neutral",7
"954","move another ","Neutral",7
"955","service stay ","Neutral",7
"956","contract pay ","Negative",7
"957","terms conditions ","Neutral",7
"958","big bundle ","Positive",7
"959","number told ","Neutral",7
"960","call made ","Neutral",7
"961","dealing customer ","Neutral",7
"962","account without ","Neutral",7
"963","call every ","Neutral",7
"964","data protection ","Positive",7
"965","go phone ","Neutral",7
"966","change network ","Neutral",7
"967","ever ever ","Neutral",7
"968","chat said ","Neutral",7
"969","worst experience ","Negative",7
"970","notes account ","Neutral",6
"971","contract wanted ","Neutral",6
"972","offer upgrade ","Positive",6
"973","ve never ","Neutral",6
"974","decided change ","Neutral",6
"975","second hand ","Neutral",6
"976","means nothing ","Neutral",6
"977","now cancelled ","Negative",6
"978","service bad ","Negative",6
"979","anyone else ","Neutral",6
"980","told £ ","Neutral",6
"981","month time ","Neutral",6
"982","give call ","Neutral",6
"983","extra money ","Positive",6
"984","now paying ","Neutral",6
"985","contract tried ","Neutral",6
"986","make phone ","Neutral",6
"987","keep telling ","Neutral",6
"988","correct bill ","Positive",6
"989","sales rep ","Neutral",6
"990","trying help ","Neutral",6
"991","end told ","Neutral",6
"992","eventually got ","Neutral",6
"993","trying tell ","Neutral",6
"994","renewing contract ","Neutral",6
"995","experience customer ","Neutral",6
"996","service useless ","Negative",6
"997","notes system ","Neutral",6
"998","contract happy ","Positive",6
"999","m still ","Neutral",6
"1000","takes working ","Positive",6
"1001","left phone ","Neutral",6
"1002","still one ","Neutral",6
"1003","promised refund ","Positive",6
"1004","take time ","Neutral",6
"1005","now say ","Neutral",6
"1006","told receive ","Neutral",6
"1007","phone asked ","Neutral",6
"1008","£ charges ","Neutral",6
"1009","believe still ","Neutral",6
"1010","th april ","Neutral",6
"1011","almost £ ","Neutral",6
"1012","mobile phones ","Neutral",6
"1013","got home ","Neutral",6
"1014","call number ","Neutral",6
"1015","never sent ","Neutral",6
"1016","took £ ","Neutral",6
"1017","ceo nick ","Neutral",6
"1018","give one ","Neutral",6
"1019","charges £ ","Neutral",6
"1020","number account ","Neutral",6
"1021","staff store ","Neutral",6
"1022","three days ","Neutral",6
"1023","company avoid ","Negative",6
"1024","something goes ","Neutral",6
"1025","claims court ","Neutral",6
"1026","give go ","Neutral",6
"1027","times told ","Neutral",6
"1028","international call ","Neutral",6
"1029","t understand ","Neutral",6
"1030","since day ","Neutral",6
"1031","first phone ","Neutral",6
"1032","gb unlimited ","Positive",6
"1033","username password ","Neutral",6
"1034","still got ","Neutral",6
"1035","
""worst network ","Negative",6
"1036","make call ","Neutral",6
"1037","told one ","Neutral",6
"1038","business customer ","Neutral",6
"1039","phone email ","Neutral",6
"1040","lost phone ","Negative",6
"1041","years old ","Neutral",6
"1042","give gb ","Neutral",6
"1043","please stay ","Positive",6
"1044","nearly years ","Neutral",6
"1045","asked call ","Neutral",6
"1046","absolute disgrace ","Negative",6
"1047","one contract ","Neutral",6
"1048","via text ","Neutral",6
"1049","tried charge ","Neutral",6
"1050","shouldn t ","Neutral",6
"1051","never called ","Neutral",6
"1052","sales person ","Neutral",6
"1053","exceeded data ","Positive",6
"1054","£ worth ","Positive",6
"1055","phone like ","Positive",6
"1056","services team ","Neutral",6
"1057","got worse ","Negative",6
"1058","sort things ","Neutral",6
"1059","good riddance"", ","Positive",6
"1060","phone data ","Neutral",6
"1061","company joke ","Positive",6
"1062","technical issue ","Neutral",6
"1063","another bill ","Neutral",6
"1064","bill paid ","Neutral",6
"1065","sure signal ","Neutral",6
"1066","via direct ","Neutral",6
"1067","fair enough ","Positive",6
"1068","signal booster ","Neutral",6
"1069","spent hour ","Negative",6
"1070","day phone ","Neutral",6
"1071","took money ","Positive",6
"1072","treated like ","Positive",6
"1073","several years ","Neutral",6
"1074","technical problem ","Negative",6
"1075","spending hours ","Neutral",6
"1076","change contract ","Neutral",6
"1077","contract expires ","Neutral",6
"1078","credit reference ","Positive",6
"1079","absolutely nothing ","Neutral",6
"1080","company like ","Positive",6
"1081","back told ","Neutral",6
"1082","service now ","Neutral",6
"1083","working hours ","Positive",6
"1084","waiting time ","Neutral",6
"1085","rude staff ","Negative",6
"1086","£ refund ","Positive",6
"1087","waiting call ","Neutral",6
"1088","month still ","Neutral",6
"1089","service call ","Neutral",6
"1090","s edge ","Neutral",6
"1091","ended contract ","Neutral",6
"1092","th february ","Neutral",6
"1093","able use ","Neutral",6
"1094","said wanted ","Neutral",6
"1095","many issues ","Neutral",6
"1096","care customers"", ","Positive",6
"1097","phone months ","Neutral",6
"1098","default credit ","Positive",6
"1099","hope go ","Positive",6
"1100","wait leave ","Negative",6
"1101","getting phone ","Neutral",6
"1102","monthly charge ","Neutral",6
"1103","situation told ","Neutral",6
"1104","soon contract ","Neutral",6
"1105","deal phone ","Positive",6
"1106","dont care ","Positive",6
"1107","keep saying ","Neutral",6
"1108","another hour ","Neutral",6
"1109","hours spent ","Negative",6
"1110","awful service ","Negative",6
"1111","direct debits ","Neutral",6
"1112","tell us ","Neutral",6
"1113","security questions ","Neutral",6
"1114","phone pay ","Negative",6
"1115","issue still ","Neutral",6
"1116","know going ","Neutral",6
"1117","extremely rude ","Negative",6
"1118","account paid ","Neutral",6
"1119","told due ","Neutral",6
"1120","bill account ","Neutral",6
"1121","take new ","Positive",6
"1122","leaving contract ","Neutral",6
"1123","make difficult ","Negative",6
"1124","number back ","Neutral",6
"1125","absolute nightmare ","Negative",6
"1126","still trying ","Neutral",6
"1127","phone numbers ","Neutral",6
"1128","add insult ","Negative",6
"1129","entire life ","Neutral",6
"1130","gb free ","Positive",6
"1131","data £ ","Neutral",6
"1132","back days ","Neutral",6
"1133","passed pillar ","Neutral",6
"1134","best deal ","Positive",6
"1135","time even ","Neutral",6
"1136","make mistakes ","Negative",6
"1137","go away ","Neutral",6
"1138","called today ","Neutral",6
"1139","even told ","Neutral",6
"1140","long term ","Neutral",6
"1141","number new ","Positive",6
"1142","terrible experience ","Negative",6
"1143","text say ","Neutral",6
"1144","receive email ","Neutral",6
"1145","trust company ","Positive",6
"1146","
""worst service ","Negative",6
"1147","taunton store ","Neutral",6
"1148","said £ ","Neutral",6
"1149","friday deal ","Positive",6
"1150","cant wait ","Negative",6
"1151","better deals ","Positive",6
"1152","cut long ","Negative",6
"1153","said call ","Neutral",6
"1154","th may ","Neutral",6
"1155","day age ","Neutral",6
"1156","drop outs ","Neutral",6
"1157","leave contract ","Negative",6
"1158","right now ","Positive",6
"1159","cap data ","Neutral",6
"1160","customer now ","Neutral",6
"1161","problem resolved ","Negative",6
"1162","ago now ","Neutral",6
"1163","team said ","Neutral",6
"1164","understand english ","Neutral",6
"1165","trying cancel ","Negative",6
"1166","problem still ","Negative",6
"1167","around years ","Neutral",6
"1168","talking customer ","Neutral",6
"1169","give £ ","Neutral",6
"1170","t go ","Neutral",6
"1171","speed mbps ","Neutral",6
"1172","day received ","Positive",6
"1173","give refund ","Positive",6
"1174","data sim ","Neutral",6
"1175","call make ","Neutral",6
"1176","still phone ","Neutral",6
"1177","month call ","Neutral",6
"1178","never actually ","Neutral",6
"1179","need call ","Neutral",6
"1180","used data ","Neutral",6
"1181","bill even ","Neutral",6
"1182","whole thing ","Neutral",6
"1183","t anything ","Neutral",6
"1184","given stars ","Neutral",6
"1185","something different ","Neutral",6
"1186","kept getting ","Neutral",6
"1187","never asked ","Neutral",6
"1188","puc code ","Neutral",6
"1189","activate sim ","Neutral",6
"1190","make complaint ","Negative",6
"1191","made calls ","Neutral",6
"1192","really need ","Neutral",6
"1193","store said ","Neutral",6
"1194","want know ","Neutral",6
"1195","check phone ","Neutral",6
"1196","saying phone ","Neutral",6
"1197","£ goodwill ","Positive",6
"1198","many calls ","Neutral",6
"1199","hours trying ","Neutral",6
"1200","time speak ","Neutral",6
"1201","hour later ","Neutral",6
"1202","getting money ","Positive",6
"1203","mobile internet ","Neutral",6
"1204","t find ","Neutral",6
"1205","company deal ","Positive",6
"1206","service broadband ","Neutral",6
"1207","£ next ","Neutral",6
"1208","two year ","Neutral",6
"1209","th oct ","Neutral",6
"1210","care executive ","Positive",6
"1211","service people ","Neutral",6
"1212","month charged ","Neutral",6
"1213","never happen ","Neutral",6
"1214","kept telling ","Neutral",6
"1215","calls text ","Neutral",6
"1216","stay clear ","Positive",6
"1217","automated system ","Neutral",6
"1218","plus £ ","Neutral",6
"1219","empty promises ","Positive",6
"1220","never worked ","Positive",6
"1221","outstanding bill ","Positive",6
"1222","phone reconnected ","Neutral",6
"1223","calls trying ","Neutral",6
"1224","service contract ","Neutral",6
"1225","take phone ","Neutral",6
"1226","single day ","Neutral",6
"1227","never give ","Neutral",6
"1228","indian call ","Neutral",6
"1229","time months ","Neutral",6
"1230","internet speed ","Neutral",6
"1231","even try ","Neutral",6
"1232","now never ","Neutral",6
"1233","level service ","Positive",6
"1234","sent wrong ","Negative",6
"1235","old address ","Neutral",6
"1236","contract got ","Neutral",6
"1237","""give stars ","Neutral",6
"1238","ago received ","Positive",6
"1239","us pay ","Negative",6
"1240","number transfer ","Neutral",6
"1241","got £ ","Neutral",6
"1242","router arrived ","Neutral",6
"1243","everything fine ","Positive",6
"1244","keep number ","Neutral",6
"1245","recommend friends ","Positive",6
"1246","via live ","Neutral",6
"1247","new connection ","Positive",6
"1248","data used ","Neutral",6
"1249","make mistake ","Negative",6
"1250","breach contract ","Negative",6
"1251","decided switch ","Neutral",6
"1252","ve got ","Neutral",6
"1253","call within ","Neutral",6
"1254","told us ","Neutral",6
"1255","different network ","Neutral",6
"1256","even give ","Neutral",6
"1257","still paying ","Neutral",6
"1258","now phone ","Neutral",6
"1259","company ve ","Neutral",6
"1260","sky sports ","Neutral",6
"1261","new order ","Positive",6
"1262","call center ","Positive",6
"1263","service always ","Neutral",6
"1264","due upgrade ","Neutral",6
"1265","phone tell ","Neutral",6
"1266","service got ","Neutral",6
"1267","t got ","Neutral",6
"1268","upgrade phone ","Neutral",6
"1269","repair center ","Positive",6
"1270","change pay ","Negative",6
"1271","provide service ","Positive",6
