"","wordcloud_bigram_ee$ngrams","cat_sent_ee","wordcloud_bigram_ee$freq"
"928","one call ","Neutral",6
"929","phone trying ","Neutral",6
"930","pac number ","Neutral",6
"931","done nothing ","Neutral",6
"932","past years ","Neutral",6
"933","however never ","Neutral",6
"934","guy said ","Neutral",6
"935","business customer ","Neutral",6
"936","need wait ","Negative",6
"937","service know ","Neutral",6
"938","never issues ","Neutral",6
"939","loyalty discount ","Positive",6
"940","incompetent staff ","Negative",6
"941","may take ","Neutral",6
"942","last couple ","Neutral",6
"943","contract store ","Neutral",6
"944","sort problems ","Negative",6
"945","first months ","Neutral",6
"946","speak supervisor ","Neutral",6
"947","different departments ","Neutral",6
"948","cancelled order ","Negative",6
"949","called several ","Neutral",6
"950","cancelled one ","Negative",6
"951","tablet contract ","Neutral",6
"952","coverage poor ","Negative",6
"953","additional gb ","Positive",6
"954","phone network ","Neutral",6
"955","told first ","Neutral",6
"956","hold mins ","Neutral",6
"957","find way ","Neutral",6
"958","told use ","Neutral",6
"959","credit limit ","Positive",6
"960","wasted hours ","Negative",6
"961","unlimited data ","Positive",6
"962","wanted go ","Neutral",6
"963","bill months ","Neutral",6
"964","care team ","Positive",6
"965","though told ","Neutral",6
"966","happy customer ","Positive",6
"967","saying order ","Neutral",6
"968","years contract ","Neutral",6
"969","made contract ","Neutral",6
"970","price £ ","Neutral",6
"971","internet access ","Neutral",6
"972","card told ","Neutral",6
"973","phone broke ","Negative",6
"974","staff told ","Neutral",6
"975","day phone ","Neutral",6
"976","top £ ","Neutral",6
"977","since last ","Neutral",6
"978","return phone ","Neutral",6
"979","contract month ","Neutral",6
"980","th nov ","Neutral",6
"981","well away ","Positive",6
"982","back told ","Neutral",6
"983","complete order ","Neutral",6
"984","one time ","Neutral",6
"985","told nothing ","Neutral",6
"986","phone due ","Neutral",6
"987","customer told ","Neutral",6
"988","today called ","Neutral",6
"989","happy service ","Positive",6
"990","time now ","Neutral",6
"991","pillar post ","Neutral",6
"992","customer never ","Neutral",6
"993","customer relations ","Neutral",6
"994","th february ","Neutral",6
"995","bad signal ","Negative",6
"996","call call ","Neutral",6
"997","asked pac ","Neutral",6
"998","let cancel ","Negative",6
"999","every call ","Neutral",6
"1000","orange tmobile ","Neutral",6
"1001","staff shop ","Neutral",6
"1002","g g ","Neutral",6
"1003","broadband provider ","Neutral",6
"1004","bill month ","Neutral",6
"1005","least £ ","Neutral",6
"1006","barge pole ","Neutral",6
"1007","tech team ","Neutral",6
"1008","debit date ","Neutral",6
"1009","party company ","Neutral",6
"1010","young man ","Positive",6
"1011","contracts one ","Neutral",6
"1012","last one ","Neutral",6
"1013","awful service ","Negative",6
"1014","live th ","Neutral",6
"1015","direct debits ","Neutral",6
"1016","third time ","Neutral",6
"1017","company called ","Neutral",6
"1018","t know ","Neutral",6
"1019","now pay ","Negative",6
"1020","renewed contract ","Positive",6
"1021","via website ","Neutral",6
"1022","go company ","Neutral",6
"1023","orange business ","Neutral",6
"1024","looking forward ","Positive",6
"1025","service provide ","Positive",6
"1026","phone home ","Neutral",6
"1027","company phone ","Neutral",6
"1028","never got ","Neutral",6
"1029","time one ","Neutral",6
"1030","rubbish customer ","Negative",6
"1031","anyone considering ","Neutral",6
"1032","phone abroad ","Neutral",6
"1033","heard nothing ","Neutral",6
"1034","minute wait ","Negative",6
"1035","close account ","Neutral",6
"1036","last weeks ","Neutral",6
"1037","even told ","Neutral",6
"1038","asked phone ","Neutral",6
"1039","standing customer ","Neutral",6
"1040","unlocking phone ","Neutral",6
"1041","number new ","Positive",6
"1042","service many ","Neutral",6
"1043","
""terrible customer ","Negative",6
"1044","close contract ","Neutral",6
"1045","give another ","Neutral",6
"1046","store sent ","Neutral",6
"1047","never mind ","Neutral",6
"1048","keep paying ","Neutral",6
"1049","contract new ","Positive",6
"1050","put manager ","Neutral",6
"1051","told different ","Neutral",6
"1052","felt like ","Positive",6
"1053","manager called ","Neutral",6
"1054","even call ","Neutral",6
"1055","common sense ","Neutral",6
"1056","bill still ","Neutral",6
"1057","mobile contract ","Neutral",6
"1058","still refund ","Positive",6
"1059","contract go ","Neutral",6
"1060","valued customer ","Neutral",6
"1061","phone plan ","Neutral",6
"1062","spoke guy ","Neutral",6
"1063","quite frankly ","Neutral",6
"1064","phone internet ","Neutral",6
"1065","data month ","Neutral",6
"1066","went wrong ","Negative",6
"1067","wrong information ","Negative",6
"1068","network ever ","Neutral",6
"1069","debt collection ","Negative",6
"1070","good gesture ","Positive",6
"1071","make sense ","Neutral",6
"1072","bad experience ","Negative",6
"1073","ago now ","Neutral",6
"1074","phone time ","Neutral",6
"1075","trying cancel ","Negative",6
"1076","daughters phone ","Neutral",6
"1077","sent new ","Positive",6
"1078","service much ","Neutral",6
"1079","around years ","Neutral",6
"1080","cracked screen ","Negative",6
"1081","made mistake ","Negative",6
"1082","even know ","Neutral",6
"1083","need give ","Neutral",6
"1084","extra cost ","Positive",6
"1085","need know ","Neutral",6
"1086","data pack ","Neutral",6
"1087","working phone ","Positive",6
"1088","months £ ","Neutral",6
"1089","extra charge ","Positive",6
"1090","bad review ","Negative",6
"1091","really need ","Neutral",6
"1092","store said ","Neutral",6
"1093","want know ","Neutral",6
"1094","pay service ","Negative",6
"1095","time waiting ","Neutral",6
"1096","told anything ","Neutral",6
"1097","bad enough ","Negative",6
"1098","account holder ","Neutral",6
"1099","days phone ","Neutral",6
"1100","one even ","Neutral",6
"1101","left hold ","Neutral",6
"1102","bill due ","Neutral",6
"1103","contract took ","Neutral",6
"1104","delivery address ","Positive",6
"1105","better coverage ","Positive",6
"1106","gave new ","Positive",6
"1107","broadband landline ","Neutral",6
"1108","£ data ","Neutral",6
"1109","please please ","Positive",6
"1110","years always ","Neutral",6
"1111","now stuck ","Negative",6
"1112","save money ","Positive",6
"1113","go mobile ","Neutral",6
"1114","explained everything ","Neutral",6
"1115","broadband phone ","Neutral",6
"1116","use internet ","Neutral",6
"1117","find another ","Neutral",6
"1118","internet phone ","Neutral",6
"1119","£ good ","Positive",6
"1120","third parties ","Neutral",6
"1121","utterly useless ","Negative",6
"1122","last years ","Neutral",6
"1123","word say ","Neutral",6
"1124","service pay ","Negative",6
"1125","phone go ","Neutral",6
"1126","told going ","Neutral",6
"1127","money grabbing ","Positive",6
"1128","order new ","Positive",6
"1129","money now ","Positive",6
"1130","credit account ","Positive",6
"1131","now told ","Neutral",6
"1132","wait till ","Negative",6
"1133","wanted change ","Neutral",6
"1134","absolutely shocking ","Negative",6
"1135","cant even ","Neutral",6
"1136","refund £ ","Positive",6
"1137","phone minutes ","Neutral",6
"1138","day work ","Positive",6
"1139","aren t ","Neutral",6
"1140","mobile wifi ","Neutral",6
"1141","say phone ","Neutral",6
"1142","right away ","Positive",6
"1143","pretty good ","Positive",6
"1144","told system ","Neutral",6
"1145","service reps ","Neutral",6
"1146","ever used ","Neutral",6
"1147","either pay ","Negative",6
"1148","insult injury ","Negative",6
"1149","taking court ","Neutral",6
"1150","told charged ","Neutral",6
"1151","phone want ","Neutral",6
"1152","told give ","Neutral",6
"1153","well clear ","Positive",6
"1154","weeks without ","Neutral",6
"1155","number told ","Neutral",6
"1156","additional line ","Positive",6
"1157","mobile number ","Neutral",6
"1158","first person ","Neutral",6
"1159","even make ","Neutral",6
"1160","one one ","Neutral",6
"1161","things go ","Neutral",6
"1162","fit purpose ","Positive",6
"1163","told now ","Neutral",6
"1164","ago went ","Neutral",6
"1165","""worst company ","Negative",6
"1166","nothing happened ","Neutral",6
"1167","service called ","Neutral",6
"1168","want leave ","Negative",6
"1169","never told ","Neutral",6
"1170","phone use ","Neutral",6
"1171","asked said ","Neutral",5
"1172","told never ","Neutral",5
"1173","match deal ","Positive",5
"1174","leave without ","Negative",5
"1175","tried help ","Neutral",5
"1176","given incorrect ","Negative",5
"1177","coverage speed ","Neutral",5
"1178","offered deal ","Positive",5
"1179","contract charge ","Neutral",5
"1180","received new ","Positive",5
"1181","time tried ","Neutral",5
"1182","despite fact ","Neutral",5
"1183","wifi device ","Neutral",5
"1184","thinking changing ","Neutral",5
"1185","give days ","Neutral",5
"1186","add ons ","Neutral",5
"1187","back called ","Neutral",5
"1188","sim deals ","Neutral",5
"1189","also customer ","Neutral",5
"1190","phone days ","Neutral",5
"1191","ending contract ","Neutral",5
"1192","contract poor ","Negative",5
"1193","extra money ","Positive",5
"1194","phone today ","Neutral",5
"1195","use gb ","Neutral",5
"1196","probably worst ","Negative",5
"1197","incoming calls ","Neutral",5
"1198","account phone ","Neutral",5
"1199","amount time ","Neutral",5
"1200","absolutely useless ","Negative",5
"1201","advise anyone ","Positive",5
"1202","paying customer ","Neutral",5
"1203","now one ","Neutral",5
"1204","give pac ","Neutral",5
"1205","new card ","Positive",5
"1206","phone going ","Neutral",5
"1207","stop talking ","Negative",5
"1208","came across ","Neutral",5
"1209","now going ","Neutral",5
"1210","customer satisfaction ","Neutral",5
"1211","useless customer ","Negative",5
"1212","sent repair ","Neutral",5
"1213","six months ","Neutral",5
"1214","month never ","Neutral",5
"1215","service useless ","Negative",5
"1216","wait hours ","Negative",5
"1217","internet service ","Neutral",5
"1218","pc world ","Neutral",5
"1219","back even ","Neutral",5
"1220","correct amount ","Positive",5
"1221","service helpful ","Positive",5
"1222","giff gaff ","Negative",5
"1223","phone need ","Neutral",5
"1224","really want ","Neutral",5
"1225","phone left ","Neutral",5
"1226","change name ","Neutral",5
"1227","happy customer"", ","Positive",5
"1228","loan phone ","Neutral",5
"1229","now locked ","Neutral",5
"1230","worst ever ","Negative",5
"1231","service take ","Neutral",5
"1232","since took ","Neutral",5
"1233","lot money ","Positive",5
"1234","name address ","Neutral",5
"1235","ever even ","Neutral",5
"1236","still able ","Neutral",5
"1237","house move ","Neutral",5
"1238","years finally ","Positive",5
"1239","waited days ","Neutral",5
"1240","deal asked ","Positive",5
"1241","£ never ","Neutral",5
"1242","service experience ","Neutral",5
"1243","tried upgrade ","Neutral",5
"1244","based experience ","Neutral",5
"1245","gb internet ","Neutral",5
"1246","call another ","Neutral",5
"1247","phone returned ","Neutral",5
"1248","give one ","Neutral",5
"1249","sim cards ","Neutral",5
"1250","people want ","Neutral",5
"1251","take store ","Neutral",5
"1252","unlocked told ","Neutral",5
"1253","call help ","Neutral",5
"1254","lady phone ","Neutral",5
"1255","still charging ","Neutral",5
"1256","month rolling ","Neutral",5
"1257","days days ","Neutral",5
"1258","said problem ","Negative",5
"1259","th december ","Neutral",5
"1260","even said ","Neutral",5
"1261","contract leaving ","Neutral",5
"1262","never seen ","Neutral",5
"1263","help now ","Neutral",5
"1264","information given ","Positive",5
"1265","called say ","Neutral",5
"1266","order phone ","Neutral",5
"1267","consumer rights ","Neutral",5
"1268","till end ","Neutral",5
"1269","another person ","Neutral",5
"1270","old one ","Neutral",5
"1271","phone many ","Neutral",5
"1272","max plan ","Neutral",5
"1273","now two ","Neutral",5
"1274","bt sport ","Neutral",5
"1275","phone charged ","Neutral",5
"1276","another call ","Neutral",5
"1277","lost phone ","Negative",5
"1278","unable make ","Negative",5
"1279","bill every ","Neutral",5
"1280","called ask ","Neutral",5
