Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
290, time contact issue becomes long drawn affair moment waiting replacement sim activated week conversations time lie say set hours also lie contact bother abysmal network customer service usually spout meaningless messages care value service etc proved repeatedly true know respond review nonsense like looking networks leaving soon ,1,3,1,0,0,3,0,0,5,2,-0.85,Negative,12-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
291, network nearly years called upgrade contract claimed loyal customer offered far worse deal similar offer available internet anyway moving away appreciate loyal customers got nd contract canceled runs inga ,0,2,0,2,2,1,2,2,1,4,1.9,Positive,12-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
292, best customer service ever solved problem minute thnx ,0,0,0,1,0,1,0,0,1,1,0.55,Positive,12-Aug-18,Sunday,Aug-18,,,,,,,,,,,,,,,,,,,
293, contacted number occasions now time found customer service absolutely woeful seems system call centre operators read simple script ability understand anything may occur appear computer screens read frankly enough shocking lack understanding leaving soon contract expires ,0,1,0,0,1,1,0,3,2,5,-0.4,Negative,11-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
294, honestly best mobile phone provider world ordered iphone plus back last year ee screwed left shop day went online got iphone plus arrived small issue battery draining fast fixed software update thanks support iphone x got launched upgrade fee £ told option allowed trade iphone plus went apple bough iphone x great phone apple issues replaced times due fault gave end went apple store finial replacement issue still stoped amaizng mobile phone provider helped network says g working resting network settings also paid two bills credit issue service direct debit issue side ee never done amazing mobile phone provider amazing support via phone live chat suggestion ever support apple watch lte keep amazing work customer support fufuufufuufufuu ,3,4,0,1,0,1,0,3,5,5,3.1,Positive,11-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
295, suffer high functioning anxiety two years ago took ridiculous plan minutes call time months ago suffered horrid panic attack live home tried calling mum whatsapp facebook  re ringtone answer went live chat quickly explained situation instantly sorted issue crediting free minutes wished best couldn t grateful night almost blacking  t remember credit threes live chat team also amaze issues seem instantly fix whatever best amazing ,4,3,2,5,0,2,1,2,7,2,-2.4,Negative,11-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
296, ordered pay go trio sim online never received sim raised contact number mentioned email kept passing query departments one effectively able issue refund eventually fed open case ombudsman services believe ofcom allowed company operate uk overall poor customer service seems poor coordination internal departments avoid trade company cost ,0,1,0,2,1,1,0,2,2,4,1.6,Positive,11-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
297, horrendous customer service served debt collectors cancelling contract letter contract paid months cancellation now refuse reply letters address situation deaf cancel phone ,0,1,0,0,0,2,0,0,4,1,-4.05,Negative,11-Aug-18,Saturday,Aug-18,,,,,,,,,,,,,,,,,,,
298, moved house signal terrible sim deal rang passed pillar post basically told use wifi set nd direct debit cancelled put bill £ direct debit even though first one still set safe say cancelled contract ,1,1,1,1,2,1,1,2,1,2,-0.55,Negative,10-Aug-18,Friday,Aug-18,,,,,,,,,,,,,,,,,,,
299, know lot bad reviews genuinely happy customer service received spoken advisors via apps live chat feature time connected someone seconds found slightly better deal online different provider immediately gave much better deal cheaper along free data ran many problems getting service however one bad thing found cost going outside minutesdatatexts add quickly without aware make sure turn option stop anything outside allowance overall happy highly recommend ,1,4,1,1,3,1,1,4,2,9,3.55,Positive,09-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
300, planning changing operator years treated called ask upgrade offers got rudest arrogant representative ever claiming making things phone asking even manufactured even exist refused check google see exist even also adamant closing accounts right kind service keep customers told best service values customers think ,1,1,1,0,1,1,0,3,2,2,0.55,Positive,09-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
301, experience reason working hard money encourage business concepts behavior civilized understanding society compassionate able recognize goodness allow goodness businesses part greater social goodness business responsibility think business goodnessfairness building brand building trust learnt lessons mistakes choose contract hope company learnt build trust reasonable fairness understanding compassion customers years experiencing times one internet things sales clear contract looks cheap pay within allowances call compensate something make feel feel thankfully loss less actually paid people customer services compassion like people said cold think following policy look individual cases without compassion understanding machine like networking money time phone confused allowances credits monthly income approximately £ per month moment council tax bills little savings upgraded contract bills month £ normally £ use dialect code ££ month mistakes confuse credit allowance machine system cut phone call said reach limit allowance call advisors said unable call allowance even offered pay advisors answered call said offered mins upgraded contract day valid within hours minutes outside allowances allowed allowed pay phone cut reached monthly allowance allowance day day payment month bill £ upset called refund £ £ make feel thankful loose less memory internet things feel make pay within policy somewhere else trust anymorefear gonna next problem customer loose cannily make feel better loose less worthy cheap contract find way charge within policy calculate think better find reasonable price look cheap least brand integrity trust times way charge compensate still loosing contract cheap now fear next shocking bill way try take money every time problem looks like compensate actually earn money loose make feel thankful loose less anymore times mark words getting cheap contract make pay within policy somewhere else trust anymorefear gonna next problem seize opportunity let customer loose cannily make feel better loose less actually pay experience finished yet try start business services learning branding think building brand building trustsatisfaction understanding fairness greater goodness civilized understanding able recognize goodness able allow goodness like raise awareness upset money businesses concepts right wrong goodness business society give another chance people customer services cold smart guy answered phone awareness branding transferred call customer relations lady answered call listened happened refund full amount £ talked machine system customer advisors customer satisfaction trust feel lot better way look company knowing people look individual cases problem value customers fair otherwise enough shock traumas lost hurts fear life need company paying story finished yet let asked bank refund received refund pay bills ££ evening call back pay bill person answered call still try smart shall say canny said bill £ want explain said excuse said see refund £ said agree refund total £ said added credit £ said much like pay said much owe said system updated call back tomorrow called system bill £ impression still try canny way call morning know trust choose services whole process definitely definitely yes perhaps possible still trust totally tired possible corned taking advantage unless level headed strong solution customer relation provided thankfully guy transferred call feel regain trust brand carry contract upgraded contract feel happy yes customer relation lady company trustworthy better offer go possible think experience evening still try take money possible way enough toughness already tired level headed mobile company pay monthly happened next proved said followed advice one advisor cancelled direct debt accommodate system avoid second attempt take £ received text message £ charge called customer services first thing still said outstanding balance £ checked said sorry wrong try charge £ read said sorry adjust bill £ charge paid £ bills days ago £ pay paid ask paid £ advisor say paid £ total month bill think correct know phone calls didim preparing start business image consultancy work today day dealing depressed upset people asking corporate image example corporate image still giving impression canny try charge possible way customer relation better evening call made less better regain trust yes sure said one hurtful thing happened soon better offer trustworthy brand sorry loose client timei call understand brand better impression wrong think customers stupid know really work think best best intention even make mistakes earn money integrity generosity try beat competition avoid trouble think experience learn corporate image brandingfrom reply times experiences reading customers feedback eg writers mum bills £ compensate £ still feel canny hidden way within policy trick make mistakes make thankful loose less actually pay honestly thati still fear brand things less integrity way reason thati feel less fear carry contract brand look individual situation well end experience level headed problem solve problem according individual situation happy upgrade contract suitable time whichi thank conclusion think times experience issues impression us use canny hidden strategy try squeeze trick taking advantage unfairly possible level headed fine otherwise prepared lose pay lose less actually pay upgrade good contract still fear mentality strategy perhaps someday m tired level headed company paying monthly company integritybetter offer keep mind open learn something realised brand experiences peoples feedback staff working customer relation try good job brand system advisors text bill advisor speak says like waste time bullied played like upset wonderful brand think actions louder wordscarry observe experience keep updating experience like loyal heart butim loyal genuine goodness best intention kind concepts integrity theheart ,10,19,3,13,16,11,12,31,31,53,16.3,Positive,09-Aug-18,Thursday,Aug-18,,,,,,,,,,,,,,,,,,,
