Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
1328, simple awesome really easy going really feel home ,0,0,0,0,0,0,0,0,0,0,1.4,Positive,18-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1329, brilliant using phone abroad using uk data calls texts really great ,0,2,0,0,1,0,0,2,1,1,1.5,Positive,18-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1330, able use phone abroad home fantastic especially caught hurricane irma really useful rearrange cancelled flights accomidation thank ,0,0,0,1,0,0,0,0,1,0,0.15,Positive,18-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1331, experienced poor customer service relation mobile phone contract came end april believed cancelled sales assistant store brighton account question used since march yet payments deducted account april may june company demanding arrears july august september closed account june realised error oversight sales assistant assured time contract closed though course impossible now prove appear company perfectly happy let contract roll past end date without notifying customer go deducting payments must clear records number question inactive common practice amongst telecoms companies cynical ,0,4,0,0,1,2,0,5,5,10,-1.45,Negative,18-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1332, great service love feel home ,0,0,0,0,1,0,0,0,0,1,1.25,Positive,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1333, data work us customer service closed ,0,0,0,0,0,0,0,0,0,1,0.25,Positive,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1334, reviewed excuse mobile operator past certainly improvement laughingly call service internet connection unstable streaming virtually impossible download speeds abysmal charging disgrace want second rate service tariffs value join bunch bandits ,1,1,1,1,1,3,1,1,5,2,-2.75,Negative,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1335, great know worry charges whilst away saving £ amazing thank fufuu ,0,1,0,1,0,1,0,0,1,0,1.55,Positive,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1336, well say went france july coverage rubbish went new york last week coverage rubbish course save money work abroad wait contract end ,1,2,1,0,2,0,1,2,2,2,1.95,Positive,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1337, fantastic service always got reception usa brilliant ,0,1,0,0,1,0,0,1,0,1,1.75,Positive,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1338, discovered mistype information file provoked porting number ms anees credit checking helped process data now goes correct credit reference agenciesthank ,0,0,0,0,0,0,0,1,0,2,1.6,Positive,17-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1339, g work holiday impressed sure fault happyadam ,0,1,0,0,1,1,0,0,1,1,1.05,Positive,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1340, feel made clear callstexts numbers abroad charge us want able contact people us cost large amount everytime make call particularly helpful need contact airlines impending hurricane also felt access gg temperamental best meaning generally waiting wifi rather successfully using data ,0,1,0,2,1,0,0,1,1,3,1.75,Positive,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1341, took six attempts customer adviser understand terrible indian call centres fault really understand one six maybe pay proper wages better staff feel sorry people trying earn pittance foreign countries money grabbing companies like ,2,2,1,1,3,2,1,3,3,7,0.7,Positive,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1342, worst compagny deal dontt ever think resolve problem one month now trying solve problem everytime phoninig said ll see one week calling like phoning first time ask call back hours nothing happen plus good service want open sometimes fils wait untel midnight good reception £ eat data become £ now every time put £ extrai never recommend body worst compagny ,0,5,0,1,2,1,2,3,2,4,2.7,Positive,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1343, company lies customers timerecently paid pounds finish contract earlier got last bill still charged another quid careful make contracts company ,0,0,0,0,0,0,0,0,0,1,-0.75,Negative,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1344, years now first phone contract changed sim plan ever since originally chose best rates truly unlimited data packages years ago mightve changed definitely need reason stuck couple years ago introduced feel home allows use allowances many countries without extra cost something live without now travel often unless operators introduce service switching however prices went lot recently previously paid £ per month whereas now paying £ package less added extra minutes need use impressed still stick reasons mentioned terms coverage live city never problems coverage scottish highlands terrible esp isle skye whenever north ,1,1,1,1,0,1,0,0,1,3,1.6,Positive,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1345, yr old mother went store redhill upgrade phone faulty switch family contracts needed call brother advice phone better asked sales man look sons contact number asked use phone said sorry need go find public phone left total state feeling poorly call box ate money work tears avoided disgusting customer service redhill vulnerable elderly person needing help contract many years person wanted call cost nothing absolutely appalling taken ,3,5,3,3,3,2,2,5,6,8,-2.6,Negative,16-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1346, able use phone us additional charges brilliant service o customer years switched couple months ago recommend highly enough ,0,1,0,0,1,0,0,2,0,3,1.5,Positive,15-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1347, father law currently trying cancel week trying upgrade contract offered two deals since retracted told called back numerous occasions never called now urgently needs new phone current one broken trying cancel receive pac code now phone hour told security alert resolve need call back never one knows security alert resolve one give pac code cancel contract end anyway hands worst customer service ever witnessed despicable unaware security breach refusing solve becoming increasingly obvious invented issue make difficult pac code leave every agent including manager repeating script noone helping terrible service avoid costs ,3,0,2,4,0,4,1,3,8,4,-2.9,Negative,15-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1348, half hour p c code told going given unlimited internet month gesture goodwill appear phone calls later end rang swore pac code connectivity terrible signal half time also found friend mine exactly foreign customer service advisors go shop given goodwill gesture customer service advisors ,1,2,1,1,2,1,0,3,3,5,1.4,Positive,15-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1349, excellent ability fo use phone abroad really big positive saved lot money ,1,1,0,0,2,0,1,2,0,3,3.9,Positive,14-Sep-17,Thursday,Sep-17,,,,,,,,,,,,,,,,,,,
1350, amazing happily impressed coverage ,0,0,0,0,1,0,0,0,0,1,1.5,Positive,13-Sep-17,Wednesday,Sep-17,,,,,,,,,,,,,,,,,,,
1351, love another problem selfinflicted ignorance resolved quickly efficiently person answered phone relieved passed one person another phone go dead super efficient kindly refunded charges move call centre staff always well trained helpful ,0,1,0,1,2,1,0,2,2,3,4.95,Positive,13-Sep-17,Wednesday,Sep-17,,,,,,,,,,,,,,,,,,,
1352, guy called dehiraj nice man polite really friendly helped today renewing contract messed colleagues definitely stay lot ,0,1,0,0,1,0,0,1,0,2,2.05,Positive,13-Sep-17,Wednesday,Sep-17,,,,,,,,,,,,,,,,,,,
1353, worst company ever dealt got mobile broadband device never worked phoned left hold cut repeatedly call back speak someone problem never resolved person speak idea phoned previously nothing documented end trying problem resolved waste time now taking case ofcom try resolved ,0,2,1,2,0,2,0,0,3,0,-1.4,Negative,12-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1354, great company excellent customer service recently problems paying bill accommodating one issue g coverage seen work whole town area suppose better time ,0,1,0,0,1,0,0,1,0,2,2.05,Positive,12-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1355, great service holland us occasional deadspot wish g coverage g ,0,0,0,0,0,0,1,0,0,0,1.3,Positive,12-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1356, company years great customer service excellent rates perfect phones ,0,1,0,0,2,0,0,2,0,3,2.25,Positive,12-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1357, happy watching partner messed around told several weeks ago early settlement £ now pay £ end month fair enough now settlement figure £ disgusting customer service give o ee trustpilot stay safe people stay clear ,1,2,1,1,3,0,0,3,1,6,1.7,Positive,12-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1358, cancellation pain getting service getting charged pay outstanding bills service getting recommend update rolling contract told give one months notice ok issue last checked getting service expected pay bills first time told receive final bill next month going receive final bill next month service pay bills makes sense waiting bill without servicebottom line accruing bills without providing service ,0,4,0,1,3,1,0,3,2,5,1.2,Positive,12-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1359, recently used phone us great able use phone home g g limited mostly edge painfully slow times ,1,0,0,0,0,2,0,0,2,0,-1,Negative,11-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1360, poor service terrible customer service bad connectivity hour wait pac code avoid ,2,1,2,3,0,2,0,0,4,1,-2.75,Negative,11-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1361, travelled singapore n kl two weeks mobile data amazing came however kl part countries local sim coverage whatsapp sent messages video calls n calls clear n quick amount saved made decision switch proved right ,0,2,0,0,0,0,0,1,1,0,2.6,Positive,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1362, ss good emergency use videos streaming wayyyyy slow relative amount pay cheap expect watching youtube videos even use spotify expect call quality good either ,0,3,0,1,2,1,3,4,2,3,-0.45,Negative,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1363, intermittent signal home uk several months now feel home us slow virtually useless eg almost impossible look directions google maps ,0,0,0,0,0,1,0,0,2,0,-2,Negative,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1364, nearly five years hoping incentive change sim plan well add home broadband account offered exactly deal obtain store online thus affording benefit loyal customer challenged politely four members staff one decide cancel told office miles away communicate email phone call later escalated repeatedly asked pac code spoken rudely call terminated poor way managing existing customers waste time unbelievable two hours overall thinking incentive business ,0,4,1,2,2,1,2,4,3,6,2.25,Positive,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1365, feel home bill £ paid £ line rental saved money inclusive data need rent sat nav us cost per day ,1,1,0,0,1,0,1,1,0,2,2.2,Positive,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1366, using iphone network florida last two weeks use extra cost roaming charges saved £ said roaming charges use phone curtailed good networks game eventually time ,0,3,0,0,1,0,1,1,0,2,1.95,Positive,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1367, great free world roaming whole network ok still needs improve mobile data reception ,0,3,0,0,1,0,0,1,0,1,1.75,Positive,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1368, always pleased stay touch world travelling without getting stitched ,0,0,0,0,1,0,0,0,0,1,0.75,Positive,10-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1369, know without lucky think works wonders ,0,0,0,0,1,0,1,0,0,1,1,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1370, cancelled sim contract within days told receive pac code within days max now almost weeks still offer great deals customer service complaints handling poor incompetent shame recommend payg ,1,0,1,1,0,2,0,1,2,3,-2.7,Negative,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1371, worst network yes may say offer g unlimited data network provider offer worst internet slow times problems date day minimum tied contract feel worst mistake please aware fall trick unlimited data ,0,1,0,0,0,2,1,0,4,2,-0.35,Negative,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1372, fantastic service went florida usa days last month rang beforehand make sure feel home tariff confirmed hassle issues whilst using states saved £ usage charges excellent ,1,0,1,0,1,0,0,2,1,2,2.3,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1373, second time used feel home year managed save £ totally recommend traveling abroad countries included programme ,0,1,0,0,1,0,0,2,0,4,1.6,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1374, feel home saves fortune thanks ,0,1,0,0,1,0,1,1,0,1,1.9,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1375, back work monday time away food poisoning last week t good time work first family disneyland paris week went sister new york missed labour day sales last weekend shop d family fact use phone us without extra cost amazing constantly phone family especially husband approve purchases made behalf pictures via app messages came really handy already feel home provision reason join d network ,0,3,1,0,3,0,1,5,1,7,3.95,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1376, usually great service unless salford manchester say overall good value money issue using feel home ny usa data come worked right landed e g provided internet connection whatsapp ,1,2,0,0,2,0,2,2,0,3,2.9,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1377, bought card one month usa make work seems must activate uk first btw data overseas wanted chat line said fix still workingkeeps demanding buy minutes yet unitial £ included mins texts gb data open ,0,0,0,0,0,0,0,0,1,1,0.35,Positive,09-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1378, worst customer service ever complete joke worth saving quid deal ,0,1,0,0,1,0,1,1,1,3,1.9,Positive,08-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1379, dear service miserable even cheapest halfpriced primark pastseason grannystyle top compare customers years since one awful experience another now tired started october last year exceeded allowance found stated bank statement paid bill £ turning back never advised exceed limit access app still crashing time access online account never received reset password email provided blocked direct debit told pick things go crawled back begging stay cry flippin river forgave decided stay super cool offer unlimited data although still crap reception discounted £ absolutely unreasonable £ bit heart entracte second part agony kicked promised direct debit happily running since thursday th october allowing save £ total bill every month liar december started receiving message   gentle reminder bill due days already paid thanks pay call go website  spoke many times customer service department trying make work every time putting phone smile face full hope trust like virgin end every time bill due thing wanted share still kind reminder   new ebill ready view     gentle reminder bill due days already paid thanks pay call go website  inviting sort payment never asked charged direct debit fun th february swearing really set dd init heart broke think    little sneaky thing cheated tricked won t let trick twice   decided challenge love stopped trying contact customer service desperate attempt setting new direct debit eventually pay phone outstanding bill waited move mr came like wrecking ball harsh determined   don t pay bill within h service suspended please call go website thanks   surrendered admit many times honestly need datas like finest tennis players throwing bill ball almost every month since now  s time stop enough enoughtoday sent last warning decided go fully public transparent attach neverending story months messing deepest inner peace want ask publicly set direct debit negligence mad spend £ extra every month along time need spend order access website pay dirty money according calculations going since december now owe x £ £ unwanted pay go charge invite now publicly answer questions refund owe plus invoke super power competition vodafone o ee provider currently covering uk don t start offering unlimited data £  ll forever set free witchcraft take awaytill mr rest assured paid today last bill enthusiastically look forward hearing warmest regardsaga ,7,18,6,8,17,7,7,22,21,37,6.5,Positive,08-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1380, coverage whole area non existent despite coverage checker saying good indoors trying speak anyone straight answers cancel contract like torture repeat umpteen times still passed another team stupid sickly lines like sorry ma terrible inconvenience must terribly frustrating think wonderful customer customer weeks helping already loosing live utter rubbish im still waiting call back system think need take deep breaths now ,2,2,4,3,2,5,2,4,6,3,-3.65,Negative,08-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1381, never deal company entire life purchased dongle last year work worked since january cancelled direct debit last month getting nowhere even though made aware issue deny since cancelling harassing calling times day asking provide information sensitive problem regards identity fraud outstanding amount £ threatening debt letters bailiffs intimidating means company absolutely disgusting consumer rights act know dongle fit purpose however still continue harass even though able use dongle since januaryeven though used dongle since january happy take £ account good job thing busy see small claims courtwant piece advice avoid comes network avoid costs ,6,5,3,4,4,2,2,7,10,8,-3.1,Negative,08-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1382, absolutely crap use four letter words pay go almost impossible top website always app never works waste memory guys complete pants bother call centre staff clueless ,1,3,2,0,1,1,0,2,5,2,-3.1,Negative,07-Sep-17,Thursday,Sep-17,,,,,,,,,,,,,,,,,,,
1383, switched giffgaff much better deals value got gb £ offer amazing giffgaff network grab offer ,1,1,0,0,0,0,0,0,1,1,1.4,Positive,07-Sep-17,Thursday,Sep-17,,,,,,,,,,,,,,,,,,,
1384, ran cancel contract person spoke rude persay need tell customer service team stop badgering customers want leave took ten times longer end result even person still sound sure glad left now ,0,2,0,0,1,2,1,1,3,2,-1.15,Negative,07-Sep-17,Thursday,Sep-17,,,,,,,,,,,,,,,,,,,
1385, tell months cap never become unreliable ,0,1,0,0,0,0,0,2,1,0,-0.75,Negative,07-Sep-17,Thursday,Sep-17,,,,,,,,,,,,,,,,,,,
1386, £ saved trip usa amazing able use roaming worry costs added bonus able stay touch back home thoroughly recommend ,0,2,0,1,1,1,2,1,1,2,1.55,Positive,06-Sep-17,Wednesday,Sep-17,,,,,,,,,,,,,,,,,,,
1387, l left another network several years now wish ,0,1,0,0,0,0,0,0,0,0,0.8,Positive,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1388, yay went honeymoon used loads data roaming around nyc extra cost saved £ ,0,1,0,0,1,0,1,1,0,2,2,Positive,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1389, give less one possible told roaming etc free plan usa told hit credit limit cut access account paid bill got signal back found owed nothing useless ,1,1,0,0,1,0,0,3,2,2,0,Neutral,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1390, one best parts go holiday somewhere like usa spent weeks recently save £ mobile data never problems network signal strength ever go apart areas northern scotland one covers overall happy service provided since move o rd rate compared ,0,4,0,0,3,0,0,3,1,4,2.8,Positive,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1391, network partner t mobile usa truly awful slownto point unusable mostly using drive google maps sat nav occasions sit plus minutes waiting destination typed show im probably goong move networks contract s coverage abroad poor ,1,3,1,2,1,2,1,1,1,2,-1.25,Negative,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1392, excellent service recommend anyone fact already convinced change networks ,0,0,0,1,1,0,0,4,0,2,2.1,Positive,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1393, repeat interact company gave days notice contract termination june good agreed terms months later september realise checking bank statement kept taking money account ever sincecontacted right away tell contract terminated confirm guy line barely listening tried put worst phone company ever encountered favor stay away experiencesoh signal poor ,1,2,0,0,2,1,2,6,1,4,1.45,Positive,05-Sep-17,Tuesday,Sep-17,,,,,,,,,,,,,,,,,,,
1394, unlimited internet liars taking court scam scums breach privacy snooping phone scum earth heads ,1,1,1,1,0,0,0,0,2,1,-1.75,Negative,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1395, mobile months now time subjected outages lasted days submit review day able make calls text access internet called customer services reimbursed months payment charge still tell normal services resume looking forward cancelling contract october yes mobile cheap rather now pay little extra services promised entered contract shocking stay well clear ,0,5,0,0,1,1,0,2,4,4,0.85,Positive,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1396, good value service used europe now singapore thank ,0,1,0,0,1,0,1,1,0,1,1.25,Positive,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1397, customer focused always extremely good existing customers free roaming abroad always excellent reception saved ££££s roaming charges highly recommend ,0,1,0,0,2,0,1,3,0,4,4.15,Positive,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1398, avoid company like plague unless enjoy speaking robots getting response decide use awful network provider pay rescue service use rd party provider called assurion send refurbished faulty phones nd also faulty refuse anything contract expired shortly nd faulty phone sent spent nearly £ month contract left faulty phone disgusting service contract expires want know think recontract best friend end contract ring upgrades department voice message stating offer best deals within last days contract couple years back true unfortunately now lie much cheaper deals switching network providers love bait new customers consideration loyal customers much like make quite frankly worst company ever dealt staff rude every phone call impersonal read wrong response crib sheet relation conversation set disappointment please waste time commenting tell appreciate frustration advise speak via chat raise complaint best robot voice raise awareness potential new customers ,5,6,6,6,6,4,2,7,15,8,-4.25,Negative,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1399, access phone internet usa using allowance great able internet managed uber check emails needed hotel wifi patchy phone network super fast came handy great able use data allowance know surprise bill thanks making trip stressless ,0,1,0,1,1,0,2,0,0,2,2.95,Positive,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1400, abroad sms working week tried obvious manual network selection back change network reset reboot called took minutes fluff exchanges one request ask something already tried used pounds calling china finally got mustafa seemed simple facts wrong customer service bang minutes resolved credit given local china mobile number phone number body called back another company people care ,1,3,2,2,1,1,2,5,2,6,2.3,Positive,04-Sep-17,Monday,Sep-17,,,,,,,,,,,,,,,,,,,
1401, daughter went america members family able facetime every day matter location network strength amazing reassurance going run huge bill thank ,0,1,0,0,1,0,0,2,0,3,2.6,Positive,03-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1402, issues months nowseriously poor internet call signal texts arriving next day finally customer service rude understand offer £ months terrible service ask speak someone glasgow call centre understand saying palm excuses even blatantly lie worst network worldeven vodafone better saying somethinggiff gaff way ,2,2,3,1,1,2,1,1,2,3,-2.45,Negative,03-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1403, internet use patchy depending network availability clearly easy use internet allowance whilst usa saved lot hassle money result brilliant ,1,4,0,0,2,0,1,2,0,2,2.95,Positive,03-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1404, saved loads money phoning home usa thanks ,1,1,0,0,1,0,1,1,0,1,2,Positive,03-Sep-17,Sunday,Sep-17,,,,,,,,,,,,,,,,,,,
1405, absolutely love s feel home service love ,0,0,0,0,1,0,0,0,0,1,0.75,Positive,02-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1406, great know go abroad cost earth use phone freely home feel home saved £ last trip use provider great reception wherever always stay connected ,0,0,0,0,1,0,1,1,0,1,2.3,Positive,02-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1407, brilliant value wow  ve saved £ using mobile phone abroad extra cost last month package allows use uk allowance us extra cost sim package eat data sms voice use normal made uk calls watched movies used google maps sat nav etc normally post sort reviews say great deal ,0,4,0,0,2,0,1,3,1,4,4.05,Positive,02-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1408, nd time iv tried use phone abroad st time paris months ago unable use internet connection speeds absolutely dire ended relying wifi nd time last week florida make calls send txts use internet problem st day week holiday unable anything weeks recommend anybody mean anybody ,0,3,1,2,1,3,1,2,4,2,-0.95,Negative,02-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1409, wrote honest review appalling customer service received got standard reply saying understand frustrated must invited speak via web chat got worse without going much detail now days since took contract sim card still arrived told arrive within two days latest tried cancel morning signed repeatedly messed around finally told cancel receive activate sim card eventually accepted seem much choice matter many times contact since nobody seems explanation sim arrived yet even carrier pigeon brought now legal right cancel contract within days runs day signed looks like trying make sure day period runs sending sim way retain customers raise consumer rights please spare reply asking waste time web chat incompetent customer service system save trouble stay well away ,3,3,4,3,3,4,1,6,7,8,1.7,Positive,02-Sep-17,Saturday,Sep-17,,,,,,,,,,,,,,,,,,,
1410, using abroad easy works well however reboot phone got plane make sure confusion uk apart service good internet worked fine ,1,1,0,1,1,0,1,1,1,1,2.6,Positive,01-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1411, worst customer service ever experienced never ever going use mobile ,0,1,0,0,0,0,0,1,0,2,0.1,Positive,01-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1412, absolute terrible experience trying upgrade tried upgrade deal offered competitive requested pac code leave repeatedly give kept talking third party customers rip eventually offered acceptable deal phone find sms stating completely different lower value model call request pac code phone best part hours still dont pac code apparently receive text definitely canceling second line contract ends experience ,1,1,1,1,1,3,2,1,3,5,1.05,Positive,01-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1413, wow s new service feel home excellentfor monthly charge holidaying usa saved £ fufuub like fufuud ,0,0,0,0,0,0,0,0,0,0,2.6,Positive,01-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1414, question anyone care answer issue one towers manchester airport m qx ongoing months addresseddespite numerous complaints long period many users still service area considering major uk airport farcical ,0,3,1,0,0,0,0,0,1,2,-0.1,Negative,01-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1415, always best deal since started every year give best deals especially abroad lot feel home deal saved many thousands pounds recent years thank ,0,1,0,0,1,0,1,1,0,1,2.05,Positive,01-Sep-17,Friday,Sep-17,,,,,,,,,,,,,,,,,,,
1416, great service great company thanks everything fufuudfufuudfufuud ,0,0,0,0,0,0,0,0,0,0,1.1,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1417, worst network provider ukthree worst network provider poor cs cs trained give pac code customers leave cs india idea uk system works repeats sentence one available uk contact phone working almost days now new promised everyday ,1,2,1,1,0,2,1,1,2,2,1.75,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1418, greateful giving free internet calls new york reality somewhat different work best got street edge meant maps etc load daughter ee paid £ per day got fast g problem obvious option pay decent service time even saw g subway stations time use two calls really make though voice said circuits busy customers bounced back queue sorry rather paid £ day service worked like answer anyone reads ,0,3,0,1,2,1,0,3,2,6,3.2,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1419, trouble free convenient felt safe knowing service disposal brilliant needed often travelling around lot needed information also able keep touch family every day usa one daughter spain uk great remain connected ,0,1,0,0,3,0,0,2,1,6,4.25,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1420, used iphone days saved massive £ yes true brilliant service whilst america worth every penny ,0,1,0,0,1,0,0,1,0,2,3.85,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1421, great data savings travelling abroad even gprs speeds ,0,0,0,0,0,0,0,0,0,1,1,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1422, feel home best mobile data service used ,0,1,0,0,0,0,0,0,0,0,0.5,Positive,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1423, really disappointed customer years everyone know always worst signal family friends networks phone never worked abroad even though called numerous times try sort issue today called cancel contract another phone handset broke p min may add accept answer connected within min great spent another mins trying hard sell near enough ignoring told want cancel contract without going around circles much request revolved within matter minutes instead now £ pay call costs absolutely disgusting think years loyalty treat customers courtesy ,3,2,3,3,2,4,1,3,6,5,-1.85,Negative,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1424, join leaving block bank steel money long worth read know   joined around years ago amazing deal sim sadly call cancel contract march move new phone new number provide issues called let leave kept hard selling phone said told interested put someone cancel passed someone else try hard sell state starting angry got put someone stopped selling actually cancelled emails texts say left sorry left fast forward months find money still coming account every month called ask money back believing simple mistake point told incredibly rude man record cancelling protest mins story changed asked leave pixel requested pak code whole reason taking number creep taken gumtree sending explicit disgusting texts calling nonstop blocked call different number trust   pak code requested asked call logs transcriptions show discussions told hard sellers march told record phone calls got told pay processing fee £ submit request   logs might file  call ends angry getting told submit direct debit indemnity via bank money back apparently guy couldn t give money back system allow put note owed £ back everything fine submit indemnity money back bank bank tells lying call records due illegal team submit indemnity s lying saying couldn t anything owed back banks tcs indemnity s give money back go away deal found due money back take back account happen texts emails proved shouldn t taken won fast forward another month come home find bill asking £ call tell women sorted paying want zeroed   tells  t help ask speak manager hangs call back put another delightfully rude gentleman actually laguhs tell want bill zero d saying   s going happen  tell put manager   laughs says fine won t changing either puts complaints manager complaints women starts whole   never cancelled contract spiel  tell paying bill taking keep trying money asks hold whilst looks notes takes minutes returns says found reference cancelled contract credit account £ bill shouldn t hearing long story short   lied multiple occasions continually tried take £ take leading now consider scam company never ever joining partner now shopping elsewhere sim leave well time blocking account bank side doubt try ,6,10,5,4,5,7,4,19,13,18,-0.75,Negative,31-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
